id	name	value	node	created_at	updated_at
832	MIZORAM	16	state	2019-01-17 00:00:00	2019-01-17 00:00:00
833	NAGALAND	17	state	2019-01-17 00:00:00	2019-01-17 00:00:00
834	ORISSA	18	state	2019-01-17 00:00:00	2019-01-17 00:00:00
835	PONDICHERRY	27	state	2019-01-17 00:00:00	2019-01-17 00:00:00
836	PUNJAB	19	state	2019-01-17 00:00:00	2019-01-17 00:00:00
837	RAJASTHAN	20	state	2019-01-17 00:00:00	2019-01-17 00:00:00
838	SIKKIM	21	state	2019-01-17 00:00:00	2019-01-17 00:00:00
839	TAMIL NADU	22	state	2019-01-17 00:00:00	2019-01-17 00:00:00
840	TELANGANA	37	state	2019-01-17 00:00:00	2019-01-17 00:00:00
841	TRIPURA	23	state	2019-01-17 00:00:00	2019-01-17 00:00:00
842	UTTAR PRADESH	24	state	2019-01-17 00:00:00	2019-01-17 00:00:00
843	UTTARANCHAL	33	state	2019-01-17 00:00:00	2019-01-17 00:00:00
844	WEST BENGAL	25	state	2019-01-17 00:00:00	2019-01-17 00:00:00
845	AMARPUR	1323	city	2019-01-17 00:00:00	2019-01-17 00:00:00
846	BALAGHAT	856	city	2019-01-17 00:00:00	2019-01-17 00:00:00
847	BELONIYA	1324	city	2019-01-17 00:00:00	2019-01-17 00:00:00
848	BILASPUR	464	city	2019-01-17 00:00:00	2019-01-17 00:00:00
849	CHUMUKHEDIMA	2038	city	2019-01-17 00:00:00	2019-01-17 00:00:00
850	DHARMA NAGAR	1325	city	2019-01-17 00:00:00	2019-01-17 00:00:00
851	JOGENDRANAGAR	1326	city	2019-01-17 00:00:00	2019-01-17 00:00:00
852	KAMALPUR	1327	city	2019-01-17 00:00:00	2019-01-17 00:00:00
853	KANCHANPUR	1328	city	2019-01-17 00:00:00	2019-01-17 00:00:00
854	KHOWAI	1329	city	2019-01-17 00:00:00	2019-01-17 00:00:00
855	KUMARGHAT	1330	city	2019-01-17 00:00:00	2019-01-17 00:00:00
856	KUNJABAN	1331	city	2019-01-17 00:00:00	2019-01-17 00:00:00
857	MON	2039	city	2019-01-17 00:00:00	2019-01-17 00:00:00
858	RAIGARH	857	city	2019-01-17 00:00:00	2019-01-17 00:00:00
859	RANIRBAZAR	1332	city	2019-01-17 00:00:00	2019-01-17 00:00:00
860	SABROOM	1333	city	2019-01-17 00:00:00	2019-01-17 00:00:00
861	TELIAMURA	1334	city	2019-01-17 00:00:00	2019-01-17 00:00:00
862	WEST DINAJPUR	2205	city	2019-01-17 00:00:00	2019-01-17 00:00:00
863	WOKHA	2040	city	2019-01-17 00:00:00	2019-01-17 00:00:00
864	24 PARGANAS	2206	city	2019-01-17 00:00:00	2019-01-17 00:00:00
865	ABHAYAPURI	104	city	2019-01-17 00:00:00	2019-01-17 00:00:00
866	ABIRAMAM	1048	city	2019-01-17 00:00:00	2019-01-17 00:00:00
867	ABOHAR	2322	city	2019-01-17 00:00:00	2019-01-17 00:00:00
868	ABRAMA	308	city	2019-01-17 00:00:00	2019-01-17 00:00:00
869	ACHABAL	503	city	2019-01-17 00:00:00	2019-01-17 00:00:00
870	ACHANTA	20	city	2019-01-17 00:00:00	2019-01-17 00:00:00
871	ADALAJ	309	city	2019-01-17 00:00:00	2019-01-17 00:00:00
872	ADHERIYA KHAL	1665	city	2019-01-17 00:00:00	2019-01-17 00:00:00
873	ADIBADRI	1666	city	2019-01-17 00:00:00	2019-01-17 00:00:00
874	ADILABAD	2671	city	2019-01-17 00:00:00	2019-01-17 00:00:00
875	ADILABAD	21	city	2019-01-17 00:00:00	2019-01-17 00:00:00
876	ADITYAPUR	550	city	2019-01-17 00:00:00	2019-01-17 00:00:00
877	ADRA	2207	city	2019-01-17 00:00:00	2019-01-17 00:00:00
878	ADYAR	613	city	2019-01-17 00:00:00	2019-01-17 00:00:00
879	AFZALGARH	1338	city	2019-01-17 00:00:00	2019-01-17 00:00:00
880	AFZALPUR	614	city	2019-01-17 00:00:00	2019-01-17 00:00:00
881	AGADUR	22	city	2019-01-17 00:00:00	2019-01-17 00:00:00
882	AGARTALA	1335	city	2019-01-17 00:00:00	2019-01-17 00:00:00
883	AGNOOR	23	city	2019-01-17 00:00:00	2019-01-17 00:00:00
884	AGNOOR	2667	city	2019-01-17 00:00:00	2019-01-17 00:00:00
885	AGRA	1339	city	2019-01-17 00:00:00	2019-01-17 00:00:00
886	AGUSTMUNI	1667	city	2019-01-17 00:00:00	2019-01-17 00:00:00
887	AHMEDABAD	310	city	2019-01-17 00:00:00	2019-01-17 00:00:00
888	AHMEDGARH	2122	city	2019-01-17 00:00:00	2019-01-17 00:00:00
889	AHMEDNAGAR	1827	city	2019-01-17 00:00:00	2019-01-17 00:00:00
890	AHRAURA	1340	city	2019-01-17 00:00:00	2019-01-17 00:00:00
891	AIHO	2208	city	2019-01-17 00:00:00	2019-01-17 00:00:00
892	AILUM	1341	city	2019-01-17 00:00:00	2019-01-17 00:00:00
893	AINAPUR	24	city	2019-01-17 00:00:00	2019-01-17 00:00:00
894	AINAPUR	2668	city	2019-01-17 00:00:00	2019-01-17 00:00:00
895	AIZWAL	2024	city	2019-01-17 00:00:00	2019-01-17 00:00:00
896	AJAIGARH	858	city	2019-01-17 00:00:00	2019-01-17 00:00:00
897	AJJADA	25	city	2019-01-17 00:00:00	2019-01-17 00:00:00
898	AJMER	928	city	2019-01-17 00:00:00	2019-01-17 00:00:00
899	AJNALA	2123	city	2019-01-17 00:00:00	2019-01-17 00:00:00
900	AJRA	1828	city	2019-01-17 00:00:00	2019-01-17 00:00:00
901	AKALGARH	2124	city	2019-01-17 00:00:00	2019-01-17 00:00:00
902	AKALTARA	243	city	2019-01-17 00:00:00	2019-01-17 00:00:00
903	AKBARPUR	1342	city	2019-01-17 00:00:00	2019-01-17 00:00:00
904	AKKALKOT	1829	city	2019-01-17 00:00:00	2019-01-17 00:00:00
905	AKLERA	929	city	2019-01-17 00:00:00	2019-01-17 00:00:00
906	AKODA	859	city	2019-01-17 00:00:00	2019-01-17 00:00:00
907	AKOLA	1830	city	2019-01-17 00:00:00	2019-01-17 00:00:00
908	ALAND	615	city	2019-01-17 00:00:00	2019-01-17 00:00:00
909	ALANGANALLUR	1049	city	2019-01-17 00:00:00	2019-01-17 00:00:00
910	ALANGAYAM	1050	city	2019-01-17 00:00:00	2019-01-17 00:00:00
911	ALANGUDI	1051	city	2019-01-17 00:00:00	2019-01-17 00:00:00
912	ALANGULAM	1052	city	2019-01-17 00:00:00	2019-01-17 00:00:00
913	ALAPAKKAM	1053	city	2019-01-17 00:00:00	2019-01-17 00:00:00
914	ALAPPUZHA	791	city	2019-01-17 00:00:00	2019-01-17 00:00:00
915	ALATHUR	2488	city	2019-01-17 00:00:00	2019-01-17 00:00:00
916	ALAWALPUR	2125	city	2019-01-17 00:00:00	2019-01-17 00:00:00
917	ALDANA	290	city	2019-01-17 00:00:00	2019-01-17 00:00:00
918	ALIBAG	1831	city	2019-01-17 00:00:00	2019-01-17 00:00:00
919	ALIGANJ	1343	city	2019-01-17 00:00:00	2019-01-17 00:00:00
920	ALIGARH	1344	city	2019-01-17 00:00:00	2019-01-17 00:00:00
921	ALIPORE	2209	city	2019-01-17 00:00:00	2019-01-17 00:00:00
922	ALIRAJPUR	860	city	2019-01-17 00:00:00	2019-01-17 00:00:00
923	ALLAHABAD	1345	city	2019-01-17 00:00:00	2019-01-17 00:00:00
924	ALLAPEY	2638	city	2019-01-17 00:00:00	2019-01-17 00:00:00
925	ALLEPPEY	792	city	2019-01-17 00:00:00	2019-01-17 00:00:00
926	ALMORA	1668	city	2019-01-17 00:00:00	2019-01-17 00:00:00
927	ALNAVAR	616	city	2019-01-17 00:00:00	2019-01-17 00:00:00
928	ALONG	89	city	2019-01-17 00:00:00	2019-01-17 00:00:00
929	ALUR	617	city	2019-01-17 00:00:00	2019-01-17 00:00:00
930	ALUVA	793	city	2019-01-17 00:00:00	2019-01-17 00:00:00
931	ALWAR	930	city	2019-01-17 00:00:00	2019-01-17 00:00:00
932	ALWAYE	2334	city	2019-01-17 00:00:00	2019-01-17 00:00:00
933	AMALNER	1832	city	2019-01-17 00:00:00	2019-01-17 00:00:00
934	AMANGANJ	861	city	2019-01-17 00:00:00	2019-01-17 00:00:00
935	AMANPUR	1346	city	2019-01-17 00:00:00	2019-01-17 00:00:00
936	AMARWARA	862	city	2019-01-17 00:00:00	2019-01-17 00:00:00
937	AMAWAN	172	city	2019-01-17 00:00:00	2019-01-17 00:00:00
938	AMBAH	863	city	2019-01-17 00:00:00	2019-01-17 00:00:00
939	AMBAJI	311	city	2019-01-17 00:00:00	2019-01-17 00:00:00
940	AMBALA	409	city	2019-01-17 00:00:00	2019-01-17 00:00:00
941	AMBASSA	1336	city	2019-01-17 00:00:00	2019-01-17 00:00:00
942	AMBEDKAR NAGAR	1347	city	2019-01-17 00:00:00	2019-01-17 00:00:00
943	AMBEHTA	1348	city	2019-01-17 00:00:00	2019-01-17 00:00:00
944	AMBERNATH	2427	city	2019-01-17 00:00:00	2019-01-17 00:00:00
945	AMBIKAPUR	244	city	2019-01-17 00:00:00	2019-01-17 00:00:00
946	AMBUR	1054	city	2019-01-17 00:00:00	2019-01-17 00:00:00
947	AMETHI	1349	city	2019-01-17 00:00:00	2019-01-17 00:00:00
948	AMGURI	105	city	2019-01-17 00:00:00	2019-01-17 00:00:00
949	AMILA	1350	city	2019-01-17 00:00:00	2019-01-17 00:00:00
950	AMILO	1351	city	2019-01-17 00:00:00	2019-01-17 00:00:00
951	AMINAGAR SARAI	1352	city	2019-01-17 00:00:00	2019-01-17 00:00:00
952	AMLOH	2126	city	2019-01-17 00:00:00	2019-01-17 00:00:00
953	AMMAVARIKUPPAM	1055	city	2019-01-17 00:00:00	2019-01-17 00:00:00
954	AMMOOR	1056	city	2019-01-17 00:00:00	2019-01-17 00:00:00
955	AMRAOTI	1833	city	2019-01-17 00:00:00	2019-01-17 00:00:00
956	AMRAUDHA	1353	city	2019-01-17 00:00:00	2019-01-17 00:00:00
957	AMRAVATI	2388	city	2019-01-17 00:00:00	2019-01-17 00:00:00
958	AMRELI	312	city	2019-01-17 00:00:00	2019-01-17 00:00:00
959	AMRITSAR	2127	city	2019-01-17 00:00:00	2019-01-17 00:00:00
960	AMROHA	2352	city	2019-01-17 00:00:00	2019-01-17 00:00:00
961	AMTALA	2210	city	2019-01-17 00:00:00	2019-01-17 00:00:00
962	AN ISLANDS	2589	city	2019-01-17 00:00:00	2019-01-17 00:00:00
963	ANAKAPALLE	2660	city	2019-01-17 00:00:00	2019-01-17 00:00:00
964	ANAKAPUTHUR	1057	city	2019-01-17 00:00:00	2019-01-17 00:00:00
965	ANAND	313	city	2019-01-17 00:00:00	2019-01-17 00:00:00
966	ANANDAPUR	2048	city	2019-01-17 00:00:00	2019-01-17 00:00:00
967	ANANDPUR SAHIB	2128	city	2019-01-17 00:00:00	2019-01-17 00:00:00
968	ANANTHAPUR	2676	city	2019-01-17 00:00:00	2019-01-17 00:00:00
969	ANANTHAPUR	26	city	2019-01-17 00:00:00	2019-01-17 00:00:00
970	ANANTNAG	504	city	2019-01-17 00:00:00	2019-01-17 00:00:00
971	ANDADA	314	city	2019-01-17 00:00:00	2019-01-17 00:00:00
972	ANEKAL	618	city	2019-01-17 00:00:00	2019-01-17 00:00:00
973	ANGAMALI	2337	city	2019-01-17 00:00:00	2019-01-17 00:00:00
974	ANJANGAON	1834	city	2019-01-17 00:00:00	2019-01-17 00:00:00
975	ANJUNA	2484	city	2019-01-17 00:00:00	2019-01-17 00:00:00
976	ANKLESHWAR	2490	city	2019-01-17 00:00:00	2019-01-17 00:00:00
977	ANNAVASAL	1058	city	2019-01-17 00:00:00	2019-01-17 00:00:00
978	ANNIGERI	619	city	2019-01-17 00:00:00	2019-01-17 00:00:00
979	ANTU	1354	city	2019-01-17 00:00:00	2019-01-17 00:00:00
980	ANUGUL	2049	city	2019-01-17 00:00:00	2019-01-17 00:00:00
981	ANUPGARH	931	city	2019-01-17 00:00:00	2019-01-17 00:00:00
982	ANUPSHAHR	1355	city	2019-01-17 00:00:00	2019-01-17 00:00:00
983	ARAKANDANALLUR	1059	city	2019-01-17 00:00:00	2019-01-17 00:00:00
984	ARAKONAM	2327	city	2019-01-17 00:00:00	2019-01-17 00:00:00
985	ARANG	245	city	2019-01-17 00:00:00	2019-01-17 00:00:00
986	ARARIA	173	city	2019-01-17 00:00:00	2019-01-17 00:00:00
987	ARAVAKURICHI	1060	city	2019-01-17 00:00:00	2019-01-17 00:00:00
988	ARIMALAM	1061	city	2019-01-17 00:00:00	2019-01-17 00:00:00
989	ARIYALUR	1062	city	2019-01-17 00:00:00	2019-01-17 00:00:00
990	ARIYUR	1063	city	2019-01-17 00:00:00	2019-01-17 00:00:00
991	ARKALGUD	620	city	2019-01-17 00:00:00	2019-01-17 00:00:00
992	ARKI	465	city	2019-01-17 00:00:00	2019-01-17 00:00:00
993	ARMAPUR ESTATE	1356	city	2019-01-17 00:00:00	2019-01-17 00:00:00
994	ARNIA	505	city	2019-01-17 00:00:00	2019-01-17 00:00:00
995	AROOR	794	city	2019-01-17 00:00:00	2019-01-17 00:00:00
996	ARRAH	174	city	2019-01-17 00:00:00	2019-01-17 00:00:00
997	ARSIKERE	621	city	2019-01-17 00:00:00	2019-01-17 00:00:00
998	ARUMBAVUR	1064	city	2019-01-17 00:00:00	2019-01-17 00:00:00
999	ARUMUGANERI	1065	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1000	ARVI	1835	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1001	ARWAL	2765	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1002	ASANSOLE	2389	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1003	ASARGANJ	175	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1004	ASHOK NAGAR	864	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1005	ASIFABAD	2677	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1006	ASIFABAD	27	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1007	ASIND	932	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1008	ASSANDH	410	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1009	ASSOLNA	2473	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1010	ATHANI	1066	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1011	ATHANUR	1067	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1012	ATHMALLIK	2050	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1013	ATRAULIA	1357	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1014	ATTAYAMPATTI	1068	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1015	AURAD	622	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1016	AURANGABAD	2211	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1017	AURANGABAD BH	2463	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1018	AVADI	1069	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1019	AWAGARH	1358	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1020	AWANTIPORA	506	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1021	AYAKUDI	1070	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1022	AYYALUR	1071	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1023	AYYAMPALAYAM	1072	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1024	AYYAMPETTAI	1073	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1025	AZAMGARH	1359	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1026	AZHIKODE SOUTH	795	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1027	Alapuzha	2445	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1028	Auraiya	2526	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1029	BABERU	1360	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1030	BABINA	1361	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1031	BABRALA	1362	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1032	BABUGARH	1363	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1033	BACHHRAWAN	1364	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1034	BADAMI	623	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1035	BADARPUR	106	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1036	BADAUN	1365	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1037	BADDI	2318	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1038	BADGAM	507	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1039	BADHNI KALAN	2129	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1040	BADLAPUR	1836	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1041	BADNAWAR	865	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1042	BADRINATH	1669	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1043	BADURIA	2212	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1044	BAGALKOT	624	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1045	BAGEPALLI	625	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1046	BAGESHWAR	1670	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1047	BAGH	866	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1048	BAGHMARA	2012	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1049	BAGHPAT	1366	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1050	BAGLI	867	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1051	BAGNAN	2213	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1052	BAGRU	933	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1053	BAH	1367	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1054	BAHADURGANJ	1368	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1055	BAHADURGARH	2312	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1056	BAHADURPUR	176	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1057	BAHJOI	1369	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1058	BAHRAICH	1370	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1059	BAHULA	2214	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1060	BAIHAR	868	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1061	BAIKUNTHPUR	246	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1062	BAJNA	1371	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1063	BAJPE	626	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1064	BAKANI	934	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1065	BAKEWAR	1372	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1066	BAKHTIARPUR	177	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1067	BAKLOH	466	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1068	BALANGIR	2061	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1069	BALASAMUDRAM	1074	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1070	BALDEO	1373	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1071	BALESHWAR	2051	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1072	BALICHAK	2215	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1073	BALIMELA	2052	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1074	BALKONDA	28	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1075	BALKONDA	2675	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1076	BALLARPUR	1837	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1077	BALLAVPUR	2216	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1078	BALLIA	1374	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1079	BALODA	247	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1080	BALOTRA	935	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1081	BALRAMPUR	2645	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1082	BALUGAON	2053	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1083	BALURGHAT	2217	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1084	BALUSUPADU	29	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1085	BANASKANTHA	2540	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1086	BANDA	1375	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1087	BANDANKAL	30	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1088	BANDANKAL	2674	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1089	BANDIKUI	936	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1090	BANGALORE	13	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1091	BANGALORE NORTH	627	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1092	BANGALORE SOUTH	628	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1093	BANGANAGAR	2496	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1094	BANGARAPET	629	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1095	BANGARMAU	1376	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1096	BANIHAL	508	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1097	BANJAR	467	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1098	BANKA	178	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1099	BANKURA	2218	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1100	BANNUR	630	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1101	BANSATAR KHEDA	869	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1102	BANSDIH	1377	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1103	BANSGAON	1378	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1104	BANSI	1379	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1105	BANSWARA	937	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1106	BANTWAL	631	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1107	BARABANKI	1380	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1108	BARAGAON	1381	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1109	BARAHIYA	179	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1110	BARAKAR	2323	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1111	BARAMATI	2393	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1112	BARAMULLA	509	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1113	BARAN	938	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1114	BARAST	2219	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1115	BARAUT	1382	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1116	BARDHAMAN	2220	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1117	BARDIPUR	31	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1118	BARDIPUR	2718	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1119	BARDOLI	2657	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1120	BAREILLY	1383	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1121	BARELA	870	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1122	BARGARH	2054	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1123	BARHALGANJ	1384	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1124	BARHI	871	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1125	BARI SADRI	939	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1126	BARIPARA	2055	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1127	BARIWALA	2130	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1128	BARKHERA	1385	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1129	BARMER	940	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1130	BARODA	2376	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1131	BARPATHAR	107	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1132	BARPETA	108	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1133	BARSANA	1386	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1134	BARWALA	411	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1135	BARWANI	872	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1136	BASAR	90	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1137	BASAVAKALYAN	632	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1138	BASAVANA BAGEVADI	633	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1139	BASTAR	2635	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1140	BASTI	1387	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1141	BASUDEBPUR	2056	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1142	BASUGAON	109	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1143	BATALA	2131	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1144	BATOTE	510	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1145	BAUDH	2057	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1146	BAVLA	2364	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1147	BAWAL	412	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1148	BAWANI KHERA	413	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1149	BEED	1838	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1150	BEERWAH	511	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1151	BEGAMPUR	2221	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1152	BEGOWAL	2132	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1153	BEGUN	941	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1154	BEGUSARAI	180	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1155	BELGAUM	612	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1156	BELIATORE	2222	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1157	BELLARY	635	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1158	BELPAHAR	2058	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1159	BELUR	636	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1160	BENAULIM	2661	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1161	BENIGANJ	1388	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1162	BERHAMPORE	2223	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1163	BERHAMPUR	2494	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1164	BERMO	551	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1165	BETIA	181	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1166	BETMA	873	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1167	BETUL	874	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1168	BETUL-GOA	2475	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1169	BEWAR	1389	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1170	BHABUA	182	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1171	BHACHAU	315	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1172	BHADAUR	2133	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1173	BHADOHI	1390	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1174	BHADRAK	2059	city	2019-01-17 00:00:00	2019-01-17 00:00:00
1175	BHADRAVATI	1839	city	2019-01-17 00:00:00	2019-01-17 00:00:00
