id	is_active	created_at	updated_at	city	state	zone
461	1	NULL	NULL	Uttaranchal	Raipur	East
462	1	NULL	NULL	Andhra Pradesh	Visakapatnam	SOUTH
463	1	NULL	NULL	Maharashtra	Mumbai	West
464	1	NULL	NULL	Rajasthan	Rajasthan	North
465	1	NULL	NULL	Uttar Pradesh	Lucknow	North
466	1	NULL	NULL	Karnataka	Mysore	SOUTH
467	1	NULL	NULL	Tamil Nadu	Chennai	SOUTH
468	1	NULL	NULL	Mysore	Karnataka	west
469	1	NULL	NULL	Bhilwara	Rajasthan	west
470	1	NULL	NULL	Gujarat	Rajkot	West
471	1	NULL	NULL	Punjab	Amritsar	North
472	1	NULL	NULL	Maharashtra	Nagpur	West
473	1	NULL	NULL	Andhra Pradesh	Vijayawada	SOUTH
474	1	NULL	NULL	Gujarat	Ahmedabad	West
475	1	NULL	NULL	Uttar Pradesh	Kanpur	North
476	1	NULL	NULL	Haryana	Karnal	North
477	1	NULL	NULL	Ludhiana	Punjab	North
478	1	NULL	NULL	Gujarat	Jodhpur	North
479	1	NULL	NULL	Chandigarh *	Chandigarh	North
480	1	NULL	NULL	Punjab	Jalandhar	North
481	1	NULL	NULL	Tamil Nadu	Madurai	SOUTH
482	1	NULL	NULL	Punjab	Ludhiana	North
483	1	NULL	NULL	MYSORE	Karnataka	South
484	1	NULL	NULL	JAIPUR	Rajasthan	West
485	1	NULL	NULL	BARODA	Gujarat	WEST
486	1	NULL	NULL	BANGALORE	Karnataka	South
487	1	NULL	NULL	JALANDHAR	Punjab	North
488	1	NULL	NULL	AMBALA	Haryana	North
489	1	NULL	NULL	AJMER	Rajasthan	North
490	1	NULL	NULL	GUWAHATI	Assam	East
491	1	NULL	NULL	SILIGURI	West Bengal	East
492	1	NULL	NULL	BELGAUM	Karnataka	South
493	1	NULL	NULL	HUBLI	Karnataka	South
494	1	NULL	NULL	GUNTUR	Andhra Pradesh	South
495	1	NULL	NULL	YAMUNANAGAR	HARYANA	NORTH
496	1	NULL	NULL	Faridabad	Haryana	NORTH
497	1	NULL	NULL	Kolhapur	Maharashtra	west
498	1	NULL	NULL	Kolkata	West Bengal	East
499	1	NULL	NULL	Ranchi	Jharkhand	North
500	1	NULL	NULL	Jaipur	Rajasthan	NORTH
501	1	NULL	NULL	Lucknow	Uttar Pradesh	North
502	1	NULL	NULL	Yamunanagar	Haryana	NORTH
503	1	NULL	NULL	Ambala	Haryana	NORTH
504	1	NULL	NULL	Guwahati	Assam	EAST
505	1	NULL	NULL	Kalyan	Maharashtra	WEST
506	1	NULL	NULL	Kolhapur	Maharashtra	WEST
507	1	NULL	NULL	Jalandhar	Punjab	NORTH
508	1	NULL	NULL	Kanpur	Uttar Pradesh	North
509	1	NULL	NULL	Surat	Gujarat	WEST
510	1	NULL	NULL	Bathinda	Punjab	NORTH
511	1	NULL	NULL	Dehradun	Uttarakhand	EAST
512	1	NULL	NULL	Nasik	Maharashtra	WEST
513	1	NULL	NULL	Pune	Maharashtra	West
514	1	NULL	NULL	Pondicherry	Pondicherry *	West
515	1	NULL	NULL	Karnal	Haryana	EAST
516	1	NULL	NULL	Kanpur	Uttar Pradesh	NORTH
517	1	NULL	NULL	Vapi	Gujarat	west
518	1	NULL	NULL	Uttaranchal	RAIPUR	WEST
519	1	NULL	NULL	Vapi	Gujarat	WEST
520	1	NULL	NULL	Indore	Madhya Pradesh	west
521	1	NULL	NULL	Siliguri	West Bengal	NORTH
522	1	NULL	NULL	Uttar Pradesh	AGRA	NORTH
523	1	NULL	NULL	Cochin	Kerala	SOUTH
524	1	NULL	NULL	Bhopal	Madhya Pradesh	north
525	1	NULL	NULL	Mumbai	Maharashtra	west
526	1	NULL	NULL	Amritsar	Punjab	north
527	1	NULL	NULL	Chennai	Tamil Nadu	SOUTH
528	1	NULL	NULL	Chandigarh	Chandigarh *	north
529	1	NULL	NULL	Agra	Uttar Pradesh	NORTH
530	1	NULL	NULL	Kakinada	Andhra Pradesh	south
531	1	NULL	NULL	Bhopal	Madhya Pradesh	WEST
532	1	NULL	NULL	Guntur	Andhra Pradesh	SOUTH
533	1	NULL	NULL	Ludhiana	Punjab	NORTH
534	1	NULL	NULL	Baroda	Gujarat	west
535	1	NULL	NULL	Bhubaneshwar	Orissa	EAST
536	1	NULL	NULL	Perambur	Tamil Nadu	SOUTH
537	1	NULL	NULL	Bangalore	Karnataka	west
538	1	NULL	NULL	Rajkot	Gujarat	west
539	1	NULL	NULL	Delhi	DELHI	north
540	1	NULL	NULL	Ajmer	Rajasthan	NORTH
541	1	NULL	NULL	Nagpur	Maharashtra	WEST
542	1	NULL	NULL	Indore	Madhya Pradesh	WEST
543	1	NULL	NULL	Poonamallee	Tamil Nadu	SOUTH
544	1	NULL	NULL	Ghaziabad	Uttar Pradesh	NORTH
545	1	NULL	NULL	Trivandrum	Kerala	SOUTH
546	1	NULL	NULL	Chandigarh	Chandigarh *	NORTH
547	1	NULL	NULL	Cochin	Kerala	SOUTH
548	1	NULL	NULL	Bathinda	Punjab	NORTH
549	1	NULL	NULL	Jaipur	Rajasthan	NORTH
550	1	NULL	NULL	Ahmedabad	Gujarat	WEST
551	1	NULL	NULL	Vellor	Tamil Nadu	SOUTH
552	1	NULL	NULL	Vellor	Tamil Nadu	SOUTH
553	1	NULL	NULL	Amritsar	Punjab	NORTH
554	1	NULL	NULL	Zirakpur	Punjab	NORTH
555	1	NULL	NULL	Thrissur	Kerala	WEST
556	1	NULL	NULL	Thrissur	Kerala	SOUTH
557	1	NULL	NULL	Ranchi	Jharkhand	EAST
558	1	NULL	NULL	Hosur	Tamil Nadu	SOUTH
559	1	NULL	NULL	Rajendra Place	DELHI	NORTH
560	1	NULL	NULL	Ghaziabad	Uttar Pradesh	NORTH
561	1	NULL	NULL	Uppal	Telangana	SOUTH
562	1	NULL	NULL	Visakapatnam	Andhra Pradesh	SOUTH
563	1	NULL	NULL	Coimbatore	Tamil Nadu	SOUTH
564	1	NULL	NULL	Pondicherry	Pondicherry *	SOUTH
565	1	NULL	NULL	Yamunanagar	Haryana	NORTH
566	1	NULL	NULL	Zirakpur	Punjab	NORTH
567	1	NULL	NULL	Salem	Tamil Nadu	SOUTH
568	1	NULL	NULL	Uppal	Telangana	SOUTH
569	1	NULL	NULL	Calicut	Kerala	SOUTH
570	1	NULL	NULL	Perambur	Tamil Nadu	SOUTH
571	1	NULL	NULL	Agra	Uttar Pradesh	NORTH
572	1	NULL	NULL	Karnal	Haryana	NORTH
573	1	NULL	NULL	Ambala	Haryana	NORTH
574	1	NULL	NULL	Salem	Tamil Nadu	SOUTH
575	1	NULL	NULL	Vijayawada	Andhra Pradesh	SOUTH
576	1	NULL	NULL	Dehradun	Uttarakhand	NORTH
577	1	NULL	NULL	Nasik	Maharashtra	WEST
578	1	NULL	NULL	Hyderabad	Uttar Pradesh	NORTH
579	1	NULL	NULL	Guntur	Andhra Pradesh	SOUTH
580	1	NULL	NULL	SILIGURI	West Bengal	NORTH
581	1	NULL	NULL	Kakinada	Andhra Pradesh	SOUTH
582	1	NULL	NULL	Mysore	Karnataka	SOUTH
583	1	NULL	NULL	Thane	Maharashtra	WEST
584	1	NULL	NULL	Kalyan	Maharashtra	WEST
585	1	NULL	NULL	Gurgaon	Haryana	NORTH
586	1	NULL	NULL	Udaipur	RAJASTHAN	NORTH
587	1	NULL	NULL	Calicut	Kerala	SOUTH
588	1	NULL	NULL	Uttam Nagar	DELHI	NORTH
589	1	NULL	NULL	Ajmer	Rajasthan	WEST
590	1	NULL	NULL	Uttam Nagar	Delhi & Ncr	NORTH
591	1	NULL	NULL	Virar	Maharashtra	WEST
592	1	NULL	NULL	Jalandhar	Punjab	NORTH
593	1	NULL	NULL	Visakapatnam	Andhra Pradesh	SOUTH
594	1	NULL	NULL	Udaipur	RAJASTHAN	NORTH
595	1	NULL	NULL	Trivandrum	Kerala	SOUTH
596	1	NULL	NULL	Thrissur	Kerala	SOUTH
597	1	NULL	NULL	AMRAVATI	Maharashtra	WEST
598	1	NULL	NULL	CHHANERA	MADHYA PRADESH	WEST
599	1	NULL	NULL	jaipur	Rajasthan	NORTH
600	1	NULL	NULL	AMRAVATI	MAHARASHTRA	WEST
601	1	NULL	NULL	DURGAPUR WB	WEST BANGAL	EAST
602	1	NULL	NULL	ASANSOL	West Bengal	SOUTH
603	1	NULL	NULL	Punjab	Jalandhar	NORTH
604	1	NULL	NULL	HYDERABAD	Uttar Pradesh	NORTH
605	1	NULL	NULL	Bhubaneswar	Orissa	EAST
606	1	NULL	NULL	Coimbatore	Tamil Nadu	SOUTH
607	1	NULL	NULL	Trichy	Tamil Nadu	SOUTH
608	1	NULL	NULL	Salem	Tamil Nadu	SOUTH
609	1	NULL	NULL	Delhi	DELHI	NORTH
610	1	NULL	NULL	Pune	Maharashtra	WEST
611	1	NULL	NULL	Durgapur	NA	WEST
612	1	NULL	NULL	Hyderabad	Uttar Pradesh	NORTH
613	1	NULL	NULL	Kolkata	West Bengal	EAST
614	1	NULL	NULL	Mumbai	Maharashtra	WEST
615	1	NULL	NULL	YAMUNANAGAR	Haryana	NORTH
616	1	NULL	NULL	Hubli	Karnataka	EAST
617	1	NULL	NULL	Jaipur	Rajasthan	NORTH
618	1	NULL	NULL	Zirakpur	Punjab	NORTH
619	1	NULL	NULL	Chandigarh	Chandigarh *	NORTH
620	1	NULL	NULL	Indore	Madhya Pradesh	NORTH
621	1	NULL	NULL	Delhi	DELHI	NORTH
622	1	NULL	NULL	Surat	Gujarat	WEST
623	1	NULL	NULL	Nagpur	Maharashtra	WEST
624	1	NULL	NULL	New Delhi	DELHI	NORTH
625	1	NULL	NULL	Ludhiana	Punjab	NORTH
626	1	NULL	NULL	Jaipur	Rajasthan	NORTH
627	1	NULL	NULL	Chennai	Tamil Nadu	SOUTH
628	1	NULL	NULL	Bangalore	Karnataka	SOUTH
629	1	NULL	NULL	Hyderabad	Uttar Pradesh	NORTH
630	1	NULL	NULL	Mumbai	Maharashtra	WEST
631	1	NULL	NULL	Ahmedabad	Gujarat	WEST
632	1	NULL	NULL	Haryana	Yamunanagar	NORTH
633	1	NULL	NULL	Tripura	Udaipur	SOUTH
634	1	NULL	NULL	West Bengal	Kolkata	EAST
635	1	NULL	NULL	Kerala	Cochin	SOUTH
636	1	NULL	NULL	Uttar Pradesh	Hyderabad	NORTH
637	1	NULL	NULL	Lucknow	Uttar Pradesh	NORTH
638	1	NULL	NULL	Karnal	Haryana	NORTH
639	1	NULL	NULL	Kolkata	West Bengal	EAST
640	1	NULL	NULL	Uttar Pradesh	Agra	NORTH
641	1	NULL	NULL	Gujarat	Jodhpur	WEST
642	1	NULL	NULL	Tamil Nadu	Coimbatore	SOUTH
643	1	NULL	NULL	Hubli	Karnataka	SOUTH
644	1	NULL	NULL	Andhra Pradesh	VISAKAPATNAM	SOUTH
645	1	NULL	NULL	Maharashtra	NASHIK	West
646	1	NULL	NULL	Gujarat	Baroda	West
647	1	NULL	NULL	Chandigarh	Chandigarh *	NORTH
648	1	NULL	NULL	Agra	Uttar Pradesh	NORTH
649	1	NULL	NULL	Thane	Maharashtra	WEST
650	1	NULL	NULL	Pune	Maharashtra	WEST
651	1	NULL	NULL	Rajkot	Gujarat	WEST
652	1	NULL	NULL	Surat	Gujarat	WEST
653	1	NULL	NULL	Cochin	Kerala	SOUTH
654	1	NULL	NULL	Tamil Nadu	Madurai	SOUTH
655	1	NULL	NULL	Tamil Nadu	Coimbatore	SOUTH
656	1	NULL	NULL	Bengaluru	Karnataka	SOUTH
657	1	NULL	NULL	Cochin	Kerala	SOUTH
658	1	NULL	NULL	Vadodara	Gujarat	WEST
659	1	NULL	NULL	Visakhapatnam	Andhra Pradesh	SOUTH
660	1	NULL	NULL	Jodhpur	Gujarat	WEST
661	1	NULL	NULL	Amritsar	Punjab	NORTH
662	1	NULL	NULL	Dehradun	Uttarakhand	NORTH
663	1	NULL	NULL	Uttar Pradesh	Hyderabad	NORTH
664	1	NULL	NULL	Dewas	Madhya Pradesh	WEST
665	1	NULL	NULL	Dewas	Madhya Pradesh	WEST
666	1	NULL	NULL	DURGAPUR	WEST BENGAL	SOUTH
667	1	NULL	NULL	ERODE	TAMILNADU	SOUTH
668	1	NULL	NULL	HOSUR	Tamil Nadu	SOUTH
669	1	NULL	NULL	New Delhi	DELHI	NORTH
670	1	NULL	NULL	TRICHY	Tamil Nadu	NORTH
671	1	NULL	NULL	VIJAYAAWADA	Andhra Pradesh	SOUTH
672	1	NULL	NULL	KOZHIKODE	Kerala	SOUTH
673	1	NULL	NULL	VISAKAPATNAM	ANDHARA PRADESH	SOUTH
674	1	NULL	NULL	Dehradun	Uttarakhand	NORTH
675	1	NULL	NULL	Deahradun	Uttarakhand	NORTH
676	1	NULL	NULL	CHENNAI	Tamil Nadu	SOUTH
677	1	NULL	NULL	VIJAYWADA	NA	SOUTH
678	1	NULL	NULL	VELLORE	Tamil Nadu	SOUTH
679	1	NULL	NULL	MYSORE	Karnataka	SOUTH
680	1	NULL	NULL	Chandigarh	Chandigarh *	NORTH
681	1	NULL	NULL	NEW DELHI	DELHI	NORTH
682	1	NULL	NULL	ANDHERI RS	MAHARASHTRA	WEST
683	1	NULL	NULL	PANJIM	MAHARASHTRA	WEST
684	1	NULL	NULL	VADODARA	Gujarat	WEST
685	1	NULL	NULL	JALANDHAR	Punjab	NORTH
686	1	NULL	NULL	Cochin	kerala	SOUTH
687	1	NULL	NULL	PANVEL	Maharashtra	WEST
688	1	NULL	NULL	Thane	Maharashtra	WEST
689	1	NULL	NULL	Andhra Pradesh	VIJAYAWADA	SOUTH
690	1	NULL	NULL	JAMMU	Jammu & Kashmir	NORTH
691	1	NULL	NULL	Andhra Pradesh	VIJAYAWADA	SOUTH
692	1	NULL	NULL	Raipur-BD City	Uttar Pradesh	NORTH
693	1	NULL	NULL	SOLAPUR	MAHARASHTRA	WEST
694	1	NULL	NULL	SOLAPUR	Maharashtra	West
695	1	NULL	NULL	NASHIK	Maharashtra	West
696	1	NULL	NULL	Rajasthan	Rajasthan	West
697	1	NULL	NULL	MUMBAI	Maharashtra	WEST
698	1	NULL	NULL	TRIVANDRUM	Kerala	WEST
699	1	NULL	NULL	AGRA	Uttar Pradesh	NORTH
700	1	NULL	NULL	INDORE	Madhya Pradesh	NORTH
701	1	NULL	NULL	RAIPUR	Uttaranchal	WEST
702	1	NULL	NULL	RAJAHMUNDRY	Andhra Pradesh	SOUTH
703	1	NULL	NULL	BARODA	Gujarat	WEST
704	1	NULL	NULL	MYSORE	Karnataka	SOUTH
705	1	NULL	NULL	DURGAPUR	NA	EAST
706	1	NULL	NULL	PANIPAT	Haryana	NORTH
707	1	NULL	NULL	MANGALORE	Karnataka	SOUTH
708	1	NULL	NULL	KOLKATA	West Bengal	WEST
709	1	NULL	NULL	HYDERABAD	Uttar Pradesh	WEST
710	1	NULL	NULL	RAIPUR	Uttaranchal	NORTH
711	1	NULL	NULL	Pondicherry	Pondicherry *	WEST
712	1	NULL	NULL	CHENNAI	Tamil Nadu	WEST
713	1	NULL	NULL	BARODA	Gujarat	WEST
714	1	NULL	NULL	ASANSOL	West Bengal	EAST
715	1	NULL	NULL	Surat	Gujarat	WEST
716	1	NULL	NULL	BENGALURU	Karnataka	SOUTH
717	1	NULL	NULL	BHARUCH	Gujarat	WEST
718	1	NULL	NULL	BELGAUM	Karnataka	WEST
719	1	NULL	NULL	VISAKAPATNAM	Andhra Pradesh	SOUTH
720	1	NULL	NULL	HIMMATNAGAR	Gujarat	NORTH
721	1	NULL	NULL	Andhra Pradesh	KAKINADA	SOUTH
722	1	NULL	NULL	KALOL	Gujarat	WEST
723	1	NULL	NULL	pune	Maharashtra	WEST
724	1	NULL	NULL	Punjab	Ludhiana	NORTH
725	1	NULL	NULL	Ahmedabad	Gujarat	WEST
726	1	NULL	NULL	Vijaywada	Andhra Pradesh	SOUTH
727	1	NULL	NULL	BENGALURU	KARNATAKA	SOUTH
728	1	NULL	NULL	NELLORE	ANDHRA PRADESH	SOUTH
729	1	NULL	NULL	Trichy	Tamil Nadu	SOUTH
730	1	NULL	NULL	Uttar Pradesh	Hyderabad	SOUTH
731	1	NULL	NULL	DURGAPUR	West bengal	EAST
732	1	NULL	NULL	RAJKOT	Gujarat	WEST
733	1	NULL	NULL	Nashik	Maharashtra	WEST
734	1	NULL	NULL	Uttam nagar	NCR	NORTH
735	1	NULL	NULL	Dehradun	Punjab	NORTH
736	1	NULL	NULL	pune	Maharashtra	WEST
737	1	NULL	NULL	HUBLI	Karnataka	SOUTH
738	1	NULL	NULL	Haridwar	Uttarakhand	NORTH
739	1	NULL	NULL	Vijayanagra	Karnataka	SOUTH
740	1	NULL	NULL	GWALIOR	Madhya Pradesh	WEST
741	1	NULL	NULL	Karnataka	Mysore	SOUTH
742	1	NULL	NULL	Visakhapatnam	Andhra Pradesh	SOUTH
743	1	NULL	NULL	Rajasthan	Rajasthan	WEST
744	1	NULL	NULL	Siliguri	West Bengal	EAST
745	1	NULL	NULL	DURGAPUR	NA	WEST
746	1	NULL	NULL	AMRITSAR	Punjab	WEST
747	1	NULL	NULL	TRICHY	TAMILNADU	SOUTH
748	1	NULL	NULL	LUCKNOW	Uttar Pradesh	NORTH
749	1	NULL	NULL	Ambala	Haryana	WEST
750	1	NULL	NULL	BARODA	GUJARAT	WEST
751	1	NULL	NULL	Andhra Pradesh	Vijayawada	SOUTH
752	1	NULL	NULL	BIKANER	Rajasthan	North
753	1	NULL	NULL	RAJAHMUNDRY	Andhra Pradesh	SOUTH
754	1	NULL	NULL	Ahmedabad - Odhav	Gujarat	WEST
755	1	NULL	NULL	DURGAPUR	west bengal	EAST
756	1	NULL	NULL	VISAKAPATNAM	ANDRA PRADESH	SOUTH
757	1	NULL	NULL	WARANGAL	TELENGANA	SOUTH
758	1	NULL	NULL	DURGAPUR WB	West Bengal	EAST
759	1	NULL	NULL	Amravati	Maharashtra	WEST
760	1	NULL	NULL	BHUBANESHWAR	West Bengal	EAST
761	1	NULL	NULL	CALICUT	Kerala	SOUTH
762	1	NULL	NULL	THANE	Maharashtra	WEST
763	1	NULL	NULL	Kalyan	MAHARASHTRA	WEST
764	1	NULL	NULL	HOSUR	Tamil Nadu	SOUTH
765	1	NULL	NULL	Hyderabad	Telangana	SOUTH
766	1	NULL	NULL	JAMNAGAR	GUJARAT	WEST
767	1	NULL	NULL	HYDERABAD	Telangana	WEST
768	1	NULL	NULL	AHMEDABAD	West	WEST
769	1	NULL	NULL	AJMER	North	NORTH
770	1	NULL	NULL	Thane	West	WEST
771	1	NULL	NULL	Faridabad	North	NORTH
772	1	NULL	NULL	Ludhiana	North	NORTH
773	1	2019-10-22 10:30:00	2019-10-22 10:30:00	ALWAR	RAJASTHAN	North
774	1	2019-10-22 10:30:00	2019-10-22 10:30:00	AMARAVATI	Maharashtra	WEST
775	1	2019-10-22 10:30:00	2019-10-22 10:30:00	B N REDDY NAGAR	Andhra Pradesh	South
776	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BADNAWAR	MADHYA PRADESH	WEST
777	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BAILHONGAL	KARNATAKA	SOUTH
778	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BANKHEDI	MADHYA PRADESH	WEST
779	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BARWANI	MADHYA PRADESH	WEST
780	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BETADUR	KARNATAKA	SOUTH
781	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BHATAPARA	CHHATTISGARH	WEST
782	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BHIKANGAON	MADHYA PRADESH	WEST
783	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BHILAI	Chattisgarh	NORTH
784	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BIJAINAGAR	RAJASTHAN	NORTH
785	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BILAGI	Karnataka	SOUTH
786	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BNREDDY	TELANGANA	South
787	1	2019-10-22 10:30:00	2019-10-22 10:30:00	BUDHI BARLAI	MADHYA PRADESH	WEST
788	1	2019-10-22 10:30:00	2019-10-22 10:30:00	CHANNAGIRI	KARNATAKA	SOUTH
789	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Chichwad	Maharashtra	West
790	1	2019-10-22 10:30:00	2019-10-22 10:30:00	CHITTORGARH	RAJASTHAN	NORTH
791	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Chomu	Rajasthan	North
792	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Cochi	Kerala	South
793	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Dausa	Rajasthan	North
794	1	2019-10-22 10:30:00	2019-10-22 10:30:00	DAVANGERE	KARNATAKA	SOUTH
795	1	2019-10-22 10:30:00	2019-10-22 10:30:00	DEHRIYA SARAI	MADHYA PRADESH	WEST
796	1	2019-10-22 10:30:00	2019-10-22 10:30:00	DHAMTARI	CHHATTISGARH	WEST
797	1	2019-10-22 10:30:00	2019-10-22 10:30:00	DIDWANA	Rajasthan	NORTH
798	1	2019-10-22 10:30:00	2019-10-22 10:30:00	FATEHNAGAR	Rajasthan	NORTH
799	1	2019-10-22 10:30:00	2019-10-22 10:30:00	GANGAWATI	KARNATAKA	SOUTH
800	1	2019-10-22 10:30:00	2019-10-22 10:30:00	GODHRA	GUJARAT	WEST
801	1	2019-10-22 10:30:00	2019-10-22 10:30:00	GOKAK	KARNATAKA	SOUTH
802	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Halol	GUJARAT	WEST
803	1	2019-10-22 10:30:00	2019-10-22 10:30:00	HARDA	MADHYA PRADESH	WEST
804	1	2019-10-22 10:30:00	2019-10-22 10:30:00	HARSOLI	RAJASTHAN	NORTH
805	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Harsoli	RAJASTHAN	West
806	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Haveri	KARNATAKA	South
807	1	2019-10-22 10:30:00	2019-10-22 10:30:00	HONALLI	KARNATAKA	SOUTH
808	1	2019-10-22 10:30:00	2019-10-22 10:30:00	HONNALLI	KARNATAKA	South
809	1	2019-10-22 10:30:00	2019-10-22 10:30:00	HOSHANGABAD	MADHYA PRADESH	WEST
810	1	2019-10-22 10:30:00	2019-10-22 10:30:00	HUVINAGAHADALLI	KARNATAKA	SOUTH
811	1	2019-10-22 10:30:00	2019-10-22 10:30:00	HUVINAHADAGALI	KARNATAKA	SOUTH
812	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Jallandhar	PUNJAB	NORTH
813	1	2019-10-22 10:30:00	2019-10-22 10:30:00	JAMKHANDI	KARNATAKA	SOUTH
814	1	2019-10-22 10:30:00	2019-10-22 10:30:00	JHARKHAND	RANCHI	EAST
815	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KARNAL/PANIPAT	NCR	North
816	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KERLA	THRISSUR	SOUTH
817	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Khandwa	Madhya Pradesh	West
818	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Khargone	Madhya Pradesh	West
819	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KHIRKIAN	MADHYA PRADESH	WEST
820	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KHIRKIYA	MADHYA PRADESH	WEST
821	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KOPPAL	KARNATAKA	SOUTH
822	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KOTTURU	KARNATAKA	SOUTH
823	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KURAWAR	MADHYA PRADESH	WEST
824	1	2019-10-22 10:30:00	2019-10-22 10:30:00	KUSHTAGI	KARNATAKA	South
825	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Ladvi	Madhya Pradesh	West
826	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Mahalingpur	Karnataka	South
827	1	2019-10-22 10:30:00	2019-10-22 10:30:00	MAHASAMUND	CHHATTISGARH	WEST
828	1	2019-10-22 10:30:00	2019-10-22 10:30:00	MAKANI	Madhya Pradesh	West
829	1	2019-10-22 10:30:00	2019-10-22 10:30:00	MAKARAVALLI	KARNATAKA	South
830	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Mandideep	MADHYA PRADESH	WEST
831	1	2019-10-22 10:30:00	2019-10-22 10:30:00	MANGARH KHOKHAWALA	RAJASTHAN	NORTH
832	1	2019-10-22 10:30:00	2019-10-22 10:30:00	MUDHOL	KARNATAKA	SOUTH
833	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Nawalgrah	Rajasthan	North
834	1	2019-10-22 10:30:00	2019-10-22 10:30:00	PALGHAR	Maharashtra	WEST
835	1	2019-10-22 10:30:00	2019-10-22 10:30:00	PIPARIYA	MADHYA PRADESH	WEST
836	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RAJAHMUNDRY & KAKINADA	ANDRAPRADESH	south
837	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RAJAHMUNDRY&KAKINADA	ANDRAPRADESH	south
838	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RAJGARH	MADHYA PRADESH	WEST
839	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RAJKOT-JAMNAGAR	GUJARAT	WEST
840	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RAJSAMAND	RAJASTHAN	NORTH
841	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RAMDURGA	KARNATAKA	SOUTH
842	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RANEBENNUR	KARNATAKA	SOUTH
843	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RANEBENNUR	MADHYA PRADESH	WEST
844	1	2019-10-22 10:30:00	2019-10-22 10:30:00	RATLAM	MADHYA PRADESH	WEST
845	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Sanawad	Madhya Pradesh	West
846	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SANWER	MADHYA PRADESH	WEST
847	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SEJAWATA	MADHYA PRADESH	WEST
848	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SEONI MALWA	MADHYA PRADESH	WEST
849	1	2019-10-22 10:30:00	2019-10-22 10:30:00	Shahpura	RAJASTHAN	West
850	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SHIGGAON	KARNATAKA	SOUTH
851	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SHIKARIPURA	KARNATAKA	SOUTH
852	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SHIMOGA	KARNATAKA	SOUTH
853	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SIKAR	RAJASTHAN	NORTH
854	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SIRLAI	MADHYA PRADESH	WEST
855	1	2019-10-22 10:30:00	2019-10-22 10:30:00	SONKEHDA	MADHYA PRADESH	WEST
856	1	2019-10-22 10:30:00	2019-10-22 10:30:00	TAJPURA	MADHYA PRADESH	WEST
857	1	2019-10-22 10:30:00	2019-10-22 10:30:00	TAKIPURA	MADHYA PRADESH	WEST
858	1	2019-10-22 10:30:00	2019-10-22 10:30:00	TAMILNADU	CHENNAI	SOUTH
859	1	2019-10-22 10:30:00	2019-10-22 10:30:00	TAMILNADU	COIMBATORE	SOUTH
860	1	2019-10-22 10:30:00	2019-10-22 10:30:00	TAMILNADU	HOSUR	SOUTH
861	1	2019-10-22 10:30:00	2019-10-22 10:30:00	TAMILNADU	TRICHY	SOUTH
862	1	2019-10-22 10:30:00	2019-10-22 10:30:00	TELENGANA	HYDERABAD	SOUTH
