name	category	isActive	businessUnit	employer_id	code
10 SOLUTIONS MGT (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQkUAM	45000
10K INFO DATE SOLUTIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQlUAM	45001
12K2 NETWORKS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQmUAM	45002
1FB SUPPORT SERVICES PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQnUAM	45003
21 MICRONS LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQoUAM	45004
21 MICRONS NANO MINERALS LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQpUAM	45005
22ND CENTRURY INFORMATICS (I) P LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQqUAM	45006
22ND CENTURY HEALTH MGT SOL P L	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQrUAM	45007
22ND CENTURY SHARES & SECURITIES L	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQsUAM	45008
23 FEET COMMUNICATIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQtUAM	45009
ZIETA TECH MNC CAT C	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQuUAM	45010
STOKE NETWORKS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQvUAM	45011
PHARM OLAM INTL (I) P L	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQwUAM	45012
SYNOPSYS (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQxUAM	45013
XACTLY TECH (I) P L	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQyUAM	45014
24X7 FACILITY SERVICE CONNECT P LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQzUAM	45015
24/7, CUSTOMER PRIVATE LIMITED	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YR0UAM	45016
25 7 LEAD SOLUTIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YR1UAM	45017
2COMS CONSULTING  PVT LTD	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YR2UAM	45018
2OCUBE LOGISTICS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YR3UAM	45019
2WIRE DEVELOPMENT CENTRE (I) P LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YR4UAM	45020
3A FINANCIAL SERVICES LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YR5UAM	45021
3A WORLD INFRACON PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YR6UAM	45022
3AG NETWORK SOLUTIONS P LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YR7UAM	45023
3COM CORPORATION	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YR8UAM	45024
3D CONCEPT ANALYSIS & DEVP(I)PL	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YR9UAM	45025
3D CONCEPTS TOOLING	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRAUA2	45026
3D NETWORK PTE LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRBUA2	45027
3D PLM SOFTWARE SOLUTION PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRCUA2	45028
3DM ENGINEERING FOR YOU PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRDUA2	45029
3DOT INFO SERVICES PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YREUA2	45030
3G GLOBAL PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRFUA2	45031
3G WIRELESS COMMUNICATIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRGUA2	45032
3I TECHNOLOGY SOLUTIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRHUA2	45033
3M (I)	CAT SA	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRIUA2	45034
3M ELECTRO & COMMUNICATION (I) P L	CAT SA	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRJUA2	45035
4 GEN CONSULTING PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRKUA2	45036
4 PILLAR GLOBAL TPG SOFTWARE P LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRLUA2	45037
43 HERTZ SOFTWARE (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRMUA2	45038
4C IT SERVICES PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRNUA2	45039
4I APPS SOLUTIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YROUA2	45040
4I ODC PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRPUA2	45041
4S PHARMA SOLUTIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRQUA2	45042
4SIGHT SOLUTIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRRUA2	45043
4SL IT CONSULTING PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRSUA2	45044
4TH PUBLIC HEALTH G W DIV MOHALI	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRTUA2	45045
7SEAS TECHNOLOGIES LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRUUA2	45046
8K MILES SOFTWARE SERVICES LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRVUA2	45047
8KDC (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRWUA2	45048
9X MEDIA PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRXUA2	45049
A 2 Z INFOTECH PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRYUA2	45050
A 2 Z MAINTENANCE SERVICES P LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRZUA2	45051
A A ESTATE PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRaUAM	45052
A AND A DUKAAN FINANCIAL SERV P L	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRbUAM	45053
A AND K GLOBAL HEALTH (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRcUAM	45054
A B SUGARS LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRdUAM	45055
A C CITY PROJECTS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YReUAM	45056
A C NIELSEN RESEARCH SERVICES	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRfUAM	45057
A DATA TECHNOLOGY (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRgUAM	45058
A E LOGISTICS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRhUAM	45059
A F FERGUSON AND CO	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRiUAM	45060
A G D BIOMEDICALS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YRjUAM	45061
A G FURNACE IMPROVEMENTS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQgUAM	45062
A G SHARES AND SECURITIES LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQhUAM	45063
A HARTRODT (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQiUAM	45064
A INFRASTRUCTURE LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YQjUAM	45066
A J PRECISION AND AUTOMATION P LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YUzUAM	45067
A K CAPITAL SERVICES LTD	CAT A	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YV0UAM	45068
A K ENTERPRISES	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YV1UAM	45069
A K MANPOWER PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YV2UAM	45070
A M BHATKAL FINANCIAL SERVICES P L	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YV3UAM	45071
A M TODD COMPANY (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YV4UAM	45072
A MANIAR HEALTHCARE PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YV5UAM	45073
A MENARINI (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YV6UAM	45074
A N TRADERS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YV7UAM	45075
A P D EXPORTS	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YV8UAM	45076
A P FASHIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YV9UAM	45077
A P MOLLER-MAERSK GROUP	CAT SA	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVAUA2	45078
A PLUS EDUCATION SOLUTIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVBUA2	45079
A R ENGINEERING COMPANY	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVCUA2	45080
A R EXPOTRIM PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVDUA2	45081
A R SULPHONATES PVT LTD	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVEUA2	45082
A S ENTERPRISES PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVFUA2	45083
A T E PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVGUA2	45084
A T KEARNEY (I) PVT LTD	CAT A	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVHUA2	45085
A TO Z MARKETING CONSULTANCY	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVIUA2	45086
A V GLOBAL CORPORATION PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVJUA2	45087
A V THOMAS AND COMPANY LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVKUA2	45088
A VOMN ISPAT AND POWER LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVLUA2	45089
A.G INDUSTRIES LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVMUA2	45090
A.N TRADERS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVNUA2	45091
A.V GLOBAL CORPORATION PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVOUA2	45092
A2G ENTERPRISES PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVPUA2	45093
A2Z BUSINESS SOLUTIONS	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVQUA2	45094
A2Z INFRA ENGINEERING LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVRUA2	45095
A2Z INFRASERVICES LTD	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVSUA2	45096
A2Z INFRASTRUCTURE LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVTUA2	45097
A2Z MULTISERV AND IT SOL P L	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVUUA2	45098
A2Z ONLINE SERVICES PVT LTD	CAT A	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVVUA2	45099
A2Z POWERCOM LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVWUA2	45100
A3LOGICS (I) LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVXUA2	45101
AA CONSULTING PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVYUA2	45102
AA ESTATE PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVZUA2	45103
AAA DIGITAL IMAGING PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVaUAM	45104
AAA TECHNOLOGIES PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVbUAM	45105
AAA VEHICLEADES PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVcUAM	45106
AACHENER AND MUNCHENER	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVdUAM	45107
AADHAR HOUSING FINANCE PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVeUAM	45108
AADHAR RETAILING LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVfUAM	45109
AADINATH SHARE SERVICES PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVgUAM	45110
AADIT AUTO COMPANY PVT LTD	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVhUAM	45111
AADYA MOTOR COMPANY PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YViUAM	45112
AAF (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVjUAM	45113
AAK ASSOCIATES	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVkUAM	45114
AAKAASH MANUFACTURING COMPANY P LTD	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVlUAM	45115
AAKANKSHA LOGISTICS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVmUAM	45116
AAKAR PAINTS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVnUAM	45117
AAKASH EDUCATIONAL SERVICES LTD	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVoUAM	45118
AAKASH HOSPITAL	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVpUAM	45119
AAKASH INSTITUTE	CAT A	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVqUAM	45120
AAKASH LAVLESH LEISURE PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVrUAM	45121
AAKASH POWERTECH PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVsUAM	45122
AAKASH UNIVERSAL LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVtUAM	45123
AAKIT TECHNOLOGIES PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVuUAM	45124
AAKRITI INFO MEDIA PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVvUAM	45125
AALTRA MED HEALTHCARE LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVwUAM	45126
AAM (I) MANUFACTURING CORP P L	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVxUAM	45127
AAM SERVICES (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVyUAM	45128
AAMBY VALLEY LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YVzUAM	45129
AAMIR BEADING AND EMBROIDERIES P L	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YW0UAM	45130
AANCHAL APPARELS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YW1UAM	45131
AANCHAL OVERSEAS	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YW2UAM	45132
AAPKA URGICARE PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YW3UAM	45133
AAR VEE CONTROLS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YW4UAM	45134
AARAGON BPO SOLUTIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZKUA2	45135
AARAI SOLUTIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZLUA2	45136
AARATI STEELS LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZMUA2	45137
AARAV FRAGRANCES PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZNUA2	45138
AARBEE STRUCTURES PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZOUA2	45139
AARGEE STAFFING SERVICES	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZPUA2	45140
AARGEE STAFFING SOLUTIONS	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZQUA2	45141
AARRECH SOLONICS LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZRUA2	45142
AARTHIK COMMERCIAL PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZSUA2	45143
AARTI DRUGS LTD	CAT A	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZTUA2	45144
AARTI HEALTH CARE LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZUUA2	45145
AARTI INDUSTRIES LTD	CAT A	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZVUA2	45146
AARTI STEELS LTD	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZWUA2	45147
AARVEE DENIMS AND EXPORTS LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZXUA2	45148
AARVI ENCON PVT LTD	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZYUA2	45149
AARYAN ENGINEERS	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZZUA2	45150
AARYAN INSTITUTE OF MGT P LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZaUAM	45151
AARYAN STRUCTON PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZbUAM	45152
AASHIR ENGINEERING PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZcUAM	45153
AASHKA SOFTWARE LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZdUAM	45154
AASHRITH HOTELS	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZeUAM	45155
AASPAS MULTIMEDIA LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZfUAM	45156
AASTHA SURGIMED LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZgUAM	45157
AATMAN INNOVATIONS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZhUAM	45158
AAVKAR INFRASTRUCTURE COMPANY	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZiUAM	45159
AAYUJA TECHNOLOGIES (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZjUAM	45160
AAYUSH NRI LEPL HEALTHCARE PVT LTD	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZkUAM	45161
AB CAPITAL PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZlUAM	45162
AB CARTRIDGE PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZmUAM	45163
AB FACILITY MGT (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZnUAM	45164
AB GRAIN SPIRITS PVT LTD	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZoUAM	45165
AB INNOVATIVE SOFTWARE PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZpUAM	45166
AB MAURI (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZqUAM	45167
AB MOTORS PVT LTD	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZrUAM	45168
AB RESORTS AND RESTAURANTS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZsUAM	45169
ABACUS ACCOUNTING PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZtUAM	45170
ABACUS COMPUTECH (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZuUAM	45171
ABACUS CONSULTANTS	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZvUAM	45172
ABACUS DISTRIBUTION SYSTEMS (I) P L	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZwUAM	45173
ABAD PROPERTY MGT SERVICES PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZxUAM	45174
ABB (I) LTD	CAT SA	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZyUAM	45175
ABB ABZ	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YZzUAM	45176
ABB GLOBAL SERVICE AND INDUSTRY LTD	CAT SA	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005Ya0UAE	45177
ABB HOLDINGS SOUTH ASIA LTD	CAT SA	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005Ya1UAE	45178
ABB LENZOHM SERVICE LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005Ya2UAE	45179
ABB LUMMOUS	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005Ya3UAE	45180
ABBEY NATIONAL	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005Ya4UAE	45181
ABBOTT (I) HEALTH CARE PVT LTD	CAT SA	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005Ya5UAE	45182
ABBOTT HEALTH CARE PVT LTD	CAT SA	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005Ya6UAE	45183
ABBOTT MEDICAL OPTICS PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005Ya7UAE	45184
ABBOTT TRUECARE PHARMA PVT LTD	CAT SA	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005Ya8UAE	45185
ABC (I) LTD	CAT B	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005Ya9UAE	45186
ABC BEARINGS LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YaAUAU	45187
ABC CAFE COFEE DAY	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YaBUAU	45188
ABC LEATHERS LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YaCUAU	45189
ABC PAPER L / AMRIT BANASPATI	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YaDUAU	45190
ABC TELECOM PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YaEUAU	45191
ABCO ADVISORY SERVICES (I) PVT LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YaFUAU	45192
ABDOS CONSUMER CARE LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YaGUAU	45193
ABDOS POLYMERS LTD	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YaHUAU	45194
ABELLON CLEAN ENERGY	CAT C	1	Two Wheeler;Used Car;BIL PL;Cross Sell PL	a3F0I0000005YaIUAU	45195
