id	name	description	code	uniqueCode	isActive	categoryCode	type	hunterCode	createdAt	updatedAt
1	TRANSPORT	TRANSPORT	1	TU_INDUSTRY1	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
2	2 and 3 WHEELERS	2 and 3 WHEELERS	2	TU_INDUSTRY2	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
3	ABRASIVES and GRINDING	ABRASIVES and GRINDING	3	TU_INDUSTRY3	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
4	ALUMINUM and ALUMINUM PRODUCTS - WIRES and FOILS	ALUMINUM and ALUMINUM PRODUCTS - WIRES and FOILS	4	TU_INDUSTRY4	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
5	ARCHITECT FIRMS	ARCHITECT FIRMS	5	TU_INDUSTRY5	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
6	ALUMINUM and ALUMINUM PRODUCTS - EXTRUDED PRODUCTS	ALUMINUM and ALUMINUM PRODUCTS - EXTRUDED PRODUCTS	6	TU_INDUSTRY6	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
7	AUTO ANCILLARIES -GENERAL	AUTO ANCILLARIES -GENERAL	7	TU_INDUSTRY7	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
8	AUTO ANCILLARIES -RUBBER	AUTO ANCILLARIES -RUBBER	8	TU_INDUSTRY8	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
9	AUTO ANCILLARIES -AXIES	AUTO ANCILLARIES -AXIES	9	TU_INDUSTRY9	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
10	AUTO ANCILLARIES -LIGHTING	AUTO ANCILLARIES -LIGHTING	10	TU_INDUSTRY10	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
11	AUTO ANCILLARIES -CLUTCHES, GEARS and BRAKES	AUTO ANCILLARIES -CLUTCHES, GEARS and BRAKES	11	TU_INDUSTRY11	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
12	BAKERY SWEETS - WITH OWN RETAIL SHOP	BAKERY SWEETS - WITH OWN RETAIL SHOP	12	TU_INDUSTRY12	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
13	BAKERY SWEETS - WITH RENTED RETAIL SHOP	BAKERY SWEETS - WITH RENTED RETAIL SHOP	13	TU_INDUSTRY13	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
14	BAKERY SWEETS - NO RETAIL SHOP	BAKERY SWEETS - NO RETAIL SHOP	14	TU_INDUSTRY14	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
15	BEARINGS	BEARINGS	15	TU_INDUSTRY15	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
16	BATHROOM FITTINGS- UNBRANDED	BATHROOM FITTINGS- UNBRANDED	16	TU_INDUSTRY16	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
17	BATHROOM FITTINGS- BRANDED	BATHROOM FITTINGS- BRANDED	17	TU_INDUSTRY17	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
18	BIOTECH	BIOTECH	18	TU_INDUSTRY18	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
19	BOTTLED WATER	BOTTLED WATER	19	TU_INDUSTRY19	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
20	BREWERIES	BREWERIES	20	TU_INDUSTRY20	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
21	DISTILLERIES	DISTILLERIES	21	TU_INDUSTRY21	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
22	BROKERAGE HOUSES	BROKERAGE HOUSES	22	TU_INDUSTRY22	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
23	CAR RENTAL SERVICES	CAR RENTAL SERVICES	23	TU_INDUSTRY23	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
24	CASTINGS and FORGINGS	CASTINGS and FORGINGS	24	TU_INDUSTRY24	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
25	CEMENT SHEET	CEMENT SHEET	25	TU_INDUSTRY25	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
26	CERAMICS TILES and SANITARY WARES	CERAMICS TILES and SANITARY WARES	26	TU_INDUSTRY26	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
27	CLOCKS andWATCHES	CLOCKS andWATCHES	27	TU_INDUSTRY27	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
28	COFFEE - TRADER	COFFEE - TRADER	28	TU_INDUSTRY28	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
29	COFFEE - CURING WORKS	COFFEE - CURING WORKS	29	TU_INDUSTRY29	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
30	COMPRESSORS	COMPRESSORS	30	TU_INDUSTRY30	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
31	COMPUTER - EDUCATION	COMPUTER - EDUCATION	31	TU_INDUSTRY31	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
32	COMPUTER HARDWARE - RETAILER	COMPUTER HARDWARE - RETAILER	32	TU_INDUSTRY32	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
33	COMPUTER HARDWARE - ASSEMBLER	COMPUTER HARDWARE - ASSEMBLER	33	TU_INDUSTRY33	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
34	COMPUTER HARDWARE - COMPONENTS/SPARE PARTS DEALER	COMPUTER HARDWARE - COMPONENTS/SPARE PARTS DEALER	34	TU_INDUSTRY34	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
35	COMPUTER HARDWARE - UNBRANDED HARDWARE	COMPUTER HARDWARE - UNBRANDED HARDWARE	35	TU_INDUSTRY35	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
36	CONFECTIONERY- BRANDED	CONFECTIONERY- BRANDED	37	TU_INDUSTRY37	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
37	COPPER and COPPER PRODUCTS	COPPER and COPPER PRODUCTS	39	TU_INDUSTRY39	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
38	CYCLE and ACCESSORIES	CYCLE and ACCESSORIES	41	TU_INDUSTRY41	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
39	DRUGS and PHARMACEUTICALS . BULK DRUG/APL	DRUGS and PHARMACEUTICALS . BULK DRUG/APL	43	TU_INDUSTRY43	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
40	DRUGS and PHARMACEUTICALS . RESEARCH	DRUGS and PHARMACEUTICALS . RESEARCH	45	TU_INDUSTRY45	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
41	DRUGS and PHARMACEUTICALS . RETAILER	DRUGS and PHARMACEUTICALS . RETAILER	47	TU_INDUSTRY47	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
42	DRUGS and PHARMACEUTICALS . EXPORTER	DRUGS and PHARMACEUTICALS . EXPORTER	48	TU_INDUSTRY48	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
43	EDUCATION CONSULTING	EDUCATION CONSULTING	50	TU_INDUSTRY50	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
44	ELECTRICAL APPLIANCES/COMPONENTS - BRANDED	ELECTRICAL APPLIANCES/COMPONENTS - BRANDED	52	TU_INDUSTRY52	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
45	ELECTRICAL APPLIANCES/COMPONENTS- COMPONENTS SPARE PART DEALER	ELECTRICAL APPLIANCES/COMPONENTS- COMPONENTS SPARE PART DEALER	53	TU_INDUSTRY53	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
46	CONSUMER ELECTRONICS -  COMPONENTS SPARE PART DEALER	CONSUMER ELECTRONICS -  COMPONENTS SPARE PART DEALER	55	TU_INDUSTRY55	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
47	CONSUMER ELECTRONICS - BRANDED GOODS	CONSUMER ELECTRONICS - BRANDED GOODS	56	TU_INDUSTRY56	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
48	PLASTIC and PLASTIC PRODUCTS - ENGINEERING	PLASTIC and PLASTIC PRODUCTS - ENGINEERING	59	TU_INDUSTRY59	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
49	PLASTIC and PLASTIC PRODUCTS - BRANDED	PLASTIC and PLASTIC PRODUCTS - BRANDED	60	TU_INDUSTRY60	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
50	FLORICULTURE	FLORICULTURE	62	TU_INDUSTRY62	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
51	FOOTWEAR	FOOTWEAR	63	TU_INDUSTRY63	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
52	HOME FURNITURE and FURNISHING - MANUFACTURE	HOME FURNITURE and FURNISHING - MANUFACTURE	66	TU_INDUSTRY66	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
53	GLASS and GLASS PRODUCTS - TABLEWARE	GLASS and GLASS PRODUCTS - TABLEWARE	67	TU_INDUSTRY67	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
54	GLASS and GLASS PRODUCTS - LAB WARE	GLASS and GLASS PRODUCTS - LAB WARE	68	TU_INDUSTRY68	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
55	GOOD TRANSPORT SERVICES -HIRE VEHICLES	GOOD TRANSPORT SERVICES -HIRE VEHICLES	70	TU_INDUSTRY70	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
56	HEALTH CENTERS/ HOSPITALS - SECONDARY	HEALTH CENTERS/ HOSPITALS - SECONDARY	72	TU_INDUSTRY72	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
57	HEALTH CENTRE/HOSPITALS TERTIARY	HEALTH CENTRE/HOSPITALS TERTIARY	73	TU_INDUSTRY73	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
58	ITES/ CALL. CENTER- BPO	ITES/ CALL. CENTER- BPO	76	TU_INDUSTRY76	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
59	LCVS HCVS - COMMERCIAL VEHICLES DEALER	LCVS HCVS - COMMERCIAL VEHICLES DEALER	78	TU_INDUSTRY78	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
60	LUBRICANTS - BRANDED	LUBRICANTS - BRANDED	80	TU_INDUSTRY80	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
61	LUGGAGE - UNBRANDED	LUGGAGE - UNBRANDED	82	TU_INDUSTRY82	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
62	MACHINE TOOLS	MACHINE TOOLS	84	TU_INDUSTRY84	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
63	MARBLE and GRANITE-GANG SAW UNITS	MARBLE and GRANITE-GANG SAW UNITS	86	TU_INDUSTRY86	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
64	MARBLE and GRANITE -DOMESTIC	MARBLE and GRANITE -DOMESTIC	88	TU_INDUSTRY88	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
65	MATERIAL HANDLING EQUIPMENTS	MATERIAL HANDLING EQUIPMENTS	90	TU_INDUSTRY90	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
66	MEDICAL SUPPLIES - SL	MEDICAL SUPPLIES - SL	92	TU_INDUSTRY92	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
67	MILLING PRODUCTS	MILLING PRODUCTS	94	TU_INDUSTRY94	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
68	OFFICE STATIONERY -DOMESTIC	OFFICE STATIONERY -DOMESTIC	96	TU_INDUSTRY96	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
69	OIL DRILLING and ALLIED SERVICES	OIL DRILLING and ALLIED SERVICES	98	TU_INDUSTRY98	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
70	PACKAGING - MACHINE MFG	PACKAGING - MACHINE MFG	101	TU_INDUSTRY101	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
71	PACKAGING- PLASTIC CONTAINERS	PACKAGING- PLASTIC CONTAINERS	102	TU_INDUSTRY102	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
72	PACKAGING - PAPER PACKAGING	PACKAGING - PAPER PACKAGING	104	TU_INDUSTRY104	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
73	PAINTS and VARNISHES	PAINTS and VARNISHES	106	TU_INDUSTRY106	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
74	PASSENGER CAR DEALERS	PASSENGER CAR DEALERS	108	TU_INDUSTRY108	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
75	PHARMA MACHINERY	PHARMA MACHINERY	110	TU_INDUSTRY110	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
76	POLLUTION CONTROL	POLLUTION CONTROL	112	TU_INDUSTRY112	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
77	POULTRY and MEAT PRODUCTS - HATCHERY	POULTRY and MEAT PRODUCTS - HATCHERY	115	TU_INDUSTRY115	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
78	PRECISION DIES and PARTS	PRECISION DIES and PARTS	117	TU_INDUSTRY117	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
79	PUBLIC RELATIONS	PUBLIC RELATIONS	118	TU_INDUSTRY118	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
80	REFRACTORIES and INTERMEDIATES	REFRACTORIES and INTERMEDIATES	121	TU_INDUSTRY121	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
81	NON ALCOHOLIC BEVERAGES	NON ALCOHOLIC BEVERAGES	123	TU_INDUSTRY123	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
82	SOYA BEAN PRODUCTS	SOYA BEAN PRODUCTS	125	TU_INDUSTRY125	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
83	SPICES/DRY FRUITS - SPICES	SPICES/DRY FRUITS - SPICES	127	TU_INDUSTRY127	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
84	SPICES/ DRY FRUITS - PACKAGED SPICES	SPICES/ DRY FRUITS - PACKAGED SPICES	129	TU_INDUSTRY129	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
85	STARCHES	STARCHES	131	TU_INDUSTRY131	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
86	STORAGE BATTERIES	STORAGE BATTERIES	133	TU_INDUSTRY133	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
87	TAX and AUDIT	TAX and AUDIT	136	TU_INDUSTRY136	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
88	TELECOM DISTRIBUTOR - ACCESSORIES	TELECOM DISTRIBUTOR - ACCESSORIES	138	TU_INDUSTRY138	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
89	TELECOM NETWORKING EQUIPMENT	TELECOM NETWORKING EQUIPMENT	139	TU_INDUSTRY139	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
90	TRACTORS DEALERS	TRACTORS DEALERS	142	TU_INDUSTRY142	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
91	TOURS and TRAVEL SERVICES -IATA COMMISSION	TOURS and TRAVEL SERVICES -IATA COMMISSION	144	TU_INDUSTRY144	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
92	WELDING ELECTRODES and. MACHINERY -ELECTRODES	WELDING ELECTRODES and. MACHINERY -ELECTRODES	146	TU_INDUSTRY146	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
93	WELDING ELECTRODES and MACHINERY- MACHINES	WELDING ELECTRODES and MACHINERY- MACHINES	147	TU_INDUSTRY147	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
94	OTHER INDUSTRIES	OTHER INDUSTRIES	150	TU_INDUSTRY150	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
95	FMCG FOOD PRODUCT	FMCG FOOD PRODUCT	152	TU_INDUSTRY152	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
96	CONSTRUCTION	CONSTRUCTION	155	TU_INDUSTRY155	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
97	COURIER	COURIER	157	TU_INDUSTRY157	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
98	IRON AND STEEL.	IRON AND STEEL.	160	TU_INDUSTRY160	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
99	MEDIA	MEDIA	163	TU_INDUSTRY163	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
100	RUBBER INDUSTRY	RUBBER INDUSTRY	164	TU_INDUSTRY164	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
101	TYRES	TYRES	167	TU_INDUSTRY167	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
102	APPARELS	APPARELS	169	TU_INDUSTRY169	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
103	COMMISSION AND BROKERAGE	COMMISSION AND BROKERAGE	171	TU_INDUSTRY171	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
104	COST ACCOUNTANT	COST ACCOUNTANT	172	TU_INDUSTRY172	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
105	AVIATION	AVIATION	173	TU_INDUSTRY173	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
106	CHARTERED ACCOUNTANT	CHARTERED ACCOUNTANT	174	TU_INDUSTRY174	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
107	DAIMOND INDUSTRY	DAIMOND INDUSTRY	175	TU_INDUSTRY175	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
108	VBUILDING MATERIAL SUPPLIER	VBUILDING MATERIAL SUPPLIER	176	TU_INDUSTRY176	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
109	COLLECTION AGENCY	COLLECTION AGENCY	177	TU_INDUSTRY177	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
110	VERIFICATION AGENCY	VERIFICATION AGENCY	178	TU_INDUSTRY178	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
111	PETROCHEMICAL	PETROCHEMICAL	179	TU_INDUSTRY179	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
112	HOSPITALS	HOSPITALS	180	TU_INDUSTRY180	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
113	TEXTILE	TEXTILE	181	TU_INDUSTRY181	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
114	DOCTOR	DOCTOR	182	TU_INDUSTRY182	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
115	SERVICE CLASS EMPLOYEE	SERVICE CLASS EMPLOYEE	183	TU_INDUSTRY183	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
116	SMALL TRADER	SMALL TRADER	184	TU_INDUSTRY184	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
117	BAR OWNERS	BAR OWNERS	185	TU_INDUSTRY185	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
118	TIME SHARING	TIME SHARING	186	TU_INDUSTRY186	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
119	LAW FIRM	LAW FIRM	187	TU_INDUSTRY187	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
120	ENGINEERING	ENGINEERING	188	TU_INDUSTRY188	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
121	EXPORT/IMPORT	EXPORT/IMPORT	189	TU_INDUSTRY189	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
122	HARDWARE	HARDWARE	190	TU_INDUSTRY190	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
123	INFORMATION TECHNOLOGY	INFORMATION TECHNOLOGY	191	TU_INDUSTRY191	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
124	BUSINESSMAN	BUSINESSMAN	192	TU_INDUSTRY192	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
125	CONSULTANTS	CONSULTANTS	193	TU_INDUSTRY193	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
126	CHEMICALS	CHEMICALS	194	TU_INDUSTRY194	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
127	COMPUTER HARDWARE	COMPUTER HARDWARE	195	TU_INDUSTRY195	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
128	EDUCATION	EDUCATION	196	TU_INDUSTRY196	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
129	BPO	BPO	197	TU_INDUSTRY197	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
130	LABOR CONTRACTOR	LABOR CONTRACTOR	198	TU_INDUSTRY198	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
131	RENTAL INCOME	RENTAL INCOME	199	TU_INDUSTRY199	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
132	LOTTERY	LOTTERY	200	TU_INDUSTRY200	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
133	GENERAL ITEMS	GENERAL ITEMS	201	TU_INDUSTRY201	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
134	INTERIOR DECORATION	INTERIOR DECORATION	202	TU_INDUSTRY202	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
135	FOOD & BEVERAGE	FOOD & BEVERAGE	203	TU_INDUSTRY203	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
136	FACTORY WORKER	FACTORY WORKER	204	TU_INDUSTRY204	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
137	COMPANY SECRETARY	COMPANY SECRETARY	205	TU_INDUSTRY205	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
138	COMPUTER SOFTWARE	COMPUTER SOFTWARE	206	TU_INDUSTRY206	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
139	BANKING	BANKING	207	TU_INDUSTRY207	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
140	FMCG	FMCG	208	TU_INDUSTRY208	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
141	FURNITURE	FURNITURE	209	TU_INDUSTRY209	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
142	HEALTH CARE	HEALTH CARE	210	TU_INDUSTRY210	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
143	MARKET RESEARCH	MARKET RESEARCH	211	TU_INDUSTRY211	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
144	REAL ESTATE	REAL ESTATE	212	TU_INDUSTRY212	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
145	TELECOM	TELECOM	213	TU_INDUSTRY213	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
146	BLUE COLLAR WORKERS	BLUE COLLAR WORKERS	214	TU_INDUSTRY214	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
147	INDUSTRIALIST	INDUSTRIALIST	215	TU_INDUSTRY215	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
148	LAWYER	LAWYER	216	TU_INDUSTRY216	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
149	AGRO	AGRO	217	TU_INDUSTRY217	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
150	AUTOMOBILE	AUTOMOBILE	218	TU_INDUSTRY218	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
151	CARGO AND SHIPPING	CARGO AND SHIPPING	219	TU_INDUSTRY219	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
152	INVESTMENT INCOME	INVESTMENT INCOME	220	TU_INDUSTRY220	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
153	CIVIL CONTRACTOR	CIVIL CONTRACTOR	221	TU_INDUSTRY221	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
154	CHIT FUND	CHIT FUND	222	TU_INDUSTRY222	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
155	GEMS AND JEWELLERY	GEMS AND JEWELLERY	223	TU_INDUSTRY223	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
156	ENTERTAINMENT/MEDIA	ENTERTAINMENT/MEDIA	224	TU_INDUSTRY224	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
157	HOTEL/RESTAURANT	HOTEL/RESTAURANT	225	TU_INDUSTRY225	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
158	HOUSEKEEPING	HOUSEKEEPING	226	TU_INDUSTRY226	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
159	PLANNING AND ARCHITECTURE	PLANNING AND ARCHITECTURE	227	TU_INDUSTRY227	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
160	FUTURE GROUP EMPLOYEE	FUTURE GROUP EMPLOYEE	228	TU_INDUSTRY228	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
161	650	650	229	TU_INDUSTRY229	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
162	WINE SHOP	WINE SHOP	230	TU_INDUSTRY230	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
163	BUILDERS	BUILDERS	231	TU_INDUSTRY231	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
164	DIRECT SALES AGENTS	DIRECT SALES AGENTS	232	TU_INDUSTRY232	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
165	ELECTRICAL	ELECTRICAL	233	TU_INDUSTRY233	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
166	PHARMACEUTICAL	PHARMACEUTICAL	234	TU_INDUSTRY234	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
167	SECURITY	SECURITY	235	TU_INDUSTRY235	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
168	SHARE BROKERAGE	SHARE BROKERAGE	236	TU_INDUSTRY236	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
169	AGRICULTURE	AGRICULTURE	237	TU_INDUSTRY237	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
170	LIQUOR DEALING	LIQUOR DEALING	238	TU_INDUSTRY238	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
171	FILM INDUSTRY	FILM INDUSTRY	239	TU_INDUSTRY239	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
172	ELECTRONICS	ELECTRONICS	240	TU_INDUSTRY240	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
173	HOSPITALITY	HOSPITALITY	241	TU_INDUSTRY241	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
174	POWER/ELECTRICITY	POWER/ELECTRICITY	242	TU_INDUSTRY242	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
175	SHOP KEEPER	SHOP KEEPER	243	TU_INDUSTRY243	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
176	WHITE COLLAR EMPLOYEE	WHITE COLLAR EMPLOYEE	244	TU_INDUSTRY244	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
177	ARTISAN AND CRAFTSMAN	ARTISAN AND CRAFTSMAN	245	TU_INDUSTRY245	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
178	FINANCIAL SERVICES	FINANCIAL SERVICES	246	TU_INDUSTRY246	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
179	INSURANCE	INSURANCE	247	TU_INDUSTRY247	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
180	OTHERS	OTHERS	248	TU_INDUSTRY248	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
181	TEMPORARY/CONTRACTUAL WORKER	TEMPORARY/CONTRACTUAL WORKER	249	TU_INDUSTRY249	0	NULL	TU_INDUSTRY	NULL	NULL	NULL
182	INDUSTRIAL GASES	INDUSTRIAL GASES	690	TU_INDUSTRY690	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
183	REFINERY	REFINERY	691	TU_INDUSTRY691	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
184	LEATHER AND LEATHER PRODUCT	LEATHER AND LEATHER PRODUCT	692	TU_INDUSTRY692	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
185	ADVERTISING	ADVERTISING	693	TU_INDUSTRY693	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
186	MEDIA	MEDIA	694	TU_INDUSTRY694	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
