id	name	description	code	uniqueCode	isActive	categoryCode	type	hunterCode	createdAt	updatedAt
187	ALUMINUM PRODUCTS - EXTRUDED PROD	ALUMINUM PRODUCTS - EXTRUDED PROD	695	TU_INDUSTRY695	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
188	ALUMINUM - WIRES AND FOILS	ALUMINUM - WIRES AND FOILS	696	TU_INDUSTRY696	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
189	CASTINGS AND FORGINGS	CASTINGS AND FORGINGS	697	TU_INDUSTRY697	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
190	COPPER AND COPPER PRODUCTS	COPPER AND COPPER PRODUCTS	698	TU_INDUSTRY698	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
191	IRON AND STEEL	IRON AND STEEL	699	TU_INDUSTRY699	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
192	ALUMINUM PRODUCTS - OTHERS	ALUMINUM PRODUCTS - OTHERS	700	TU_INDUSTRY700	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
193	FERRO ALLOYS PRODUCTS	FERRO ALLOYS PRODUCTS	701	TU_INDUSTRY701	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
194	METALLOYS PRODUCTS	METALLOYS PRODUCTS	702	TU_INDUSTRY702	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
195	NON METALLIC MINERAL PRODUCTS	NON METALLIC MINERAL PRODUCTS	703	TU_INDUSTRY703	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
196	NON-FERROUS METALS	NON-FERROUS METALS	704	TU_INDUSTRY704	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
197	MARBLE AND GRANITE - IMPORT/ EXPORT	MARBLE AND GRANITE - IMPORT/ EXPORT	705	TU_INDUSTRY705	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
198	MARBLE AND GRANITE	MARBLE AND GRANITE	706	TU_INDUSTRY706	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
199	MARBLE AND GRANITE -DOMESTIC	MARBLE AND GRANITE -DOMESTIC	707	TU_INDUSTRY707	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
200	MARBLE AND GRANITE-GANG SAW UNITS	MARBLE AND GRANITE-GANG SAW UNITS	708	TU_INDUSTRY708	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
201	COAL AND LIGNITE	COAL AND LIGNITE	709	TU_INDUSTRY709	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
202	METALLIC MINERALS	METALLIC MINERALS	710	TU_INDUSTRY710	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
203	MINERALS AND ENERGY SOURCES	MINERALS AND ENERGY SOURCES	711	TU_INDUSTRY711	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
204	NON METALLIC MINERALS	NON METALLIC MINERALS	712	TU_INDUSTRY712	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
205	OTHER INDUSTRIES	OTHER INDUSTRIES	713	TU_INDUSTRY713	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
206	RENTING SERVICES	RENTING SERVICES	714	TU_INDUSTRY714	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
207	PACKAGING - FOIL PACKAGING	PACKAGING - FOIL PACKAGING	715	TU_INDUSTRY715	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
208	PACKAGING - GLASS CONTAINER	PACKAGING - GLASS CONTAINER	716	TU_INDUSTRY716	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
209	PACKAGING - PAPER PACKAGING	PACKAGING - PAPER PACKAGING	717	TU_INDUSTRY717	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
210	PACKAGING- PLASTIC CONTAINERS	PACKAGING- PLASTIC CONTAINERS	718	TU_INDUSTRY718	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
211	GAS CYLINDERS / CONTAINERS	GAS CYLINDERS / CONTAINERS	719	TU_INDUSTRY719	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
212	PAINTS AND VARNISHES	PAINTS AND VARNISHES	720	TU_INDUSTRY720	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
213	PAPER AND PAPER PRODUCTS	PAPER AND PAPER PRODUCTS	721	TU_INDUSTRY721	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
214	LUBRICANTS - BRANDED	LUBRICANTS - BRANDED	722	TU_INDUSTRY722	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
215	LUBRICANTS -UNBRANDED	LUBRICANTS -UNBRANDED	723	TU_INDUSTRY723	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
216	LPG STORAGE AND DISTRIBUTION	LPG STORAGE AND DISTRIBUTION	724	TU_INDUSTRY724	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
217	PLASTIC PRODUCTS - BRANDED	PLASTIC PRODUCTS - BRANDED	725	TU_INDUSTRY725	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
218	PLASTIC PRODUCTS - COMMERCIAL	PLASTIC PRODUCTS - COMMERCIAL	726	TU_INDUSTRY726	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
219	PLASTIC PRODUCTS - ENGINEERING	PLASTIC PRODUCTS - ENGINEERING	727	TU_INDUSTRY727	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
220	PLASTIC  - UNBRANDED	PLASTIC  - UNBRANDED	728	TU_INDUSTRY728	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
221	FILM	FILM	729	TU_INDUSTRY729	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
222	PLASTIC - HOUSEHOLD	PLASTIC - HOUSEHOLD	730	TU_INDUSTRY730	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
223	POLYESTER FILM	POLYESTER FILM	731	TU_INDUSTRY731	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
224	ARCHITECT FIRMS	ARCHITECT FIRMS	732	TU_INDUSTRY732	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
225	LEGAL SERVICES	LEGAL SERVICES	733	TU_INDUSTRY733	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
226	OTHER PROFESSIONALS	OTHER PROFESSIONALS	734	TU_INDUSTRY734	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
227	TAX AND AUDIT	TAX AND AUDIT	735	TU_INDUSTRY735	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
228	TECHNICAL CONSULTANCY AND ENG SERV	TECHNICAL CONSULTANCY AND ENG SERV	736	TU_INDUSTRY736	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
229	APPARELS	APPARELS	737	TU_INDUSTRY737	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
230	MAINTENANCE OF BUILDINGS	MAINTENANCE OF BUILDINGS	738	TU_INDUSTRY738	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
231	PLUMBING AND ALLIED SERVICES	PLUMBING AND ALLIED SERVICES	739	TU_INDUSTRY739	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
232	REPAIR SERVICES	REPAIR SERVICES	740	TU_INDUSTRY740	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
233	RUBBER INDUSTRY	RUBBER INDUSTRY	741	TU_INDUSTRY741	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
234	CLOCKS ANDWATCHES	CLOCKS ANDWATCHES	742	TU_INDUSTRY742	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
235	LUGGAGE - BRANDED	LUGGAGE - BRANDED	743	TU_INDUSTRY743	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
236	LUGGAGE - UNBRANDED	LUGGAGE - UNBRANDED	744	TU_INDUSTRY744	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
237	OIL DRILLING AND ALLIED SERVICES	OIL DRILLING AND ALLIED SERVICES	745	TU_INDUSTRY745	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
238	OPTICIANS	OPTICIANS	746	TU_INDUSTRY746	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
239	PHOTOGRAPHIC AND ALLIED PRODUCTS	PHOTOGRAPHIC AND ALLIED PRODUCTS	747	TU_INDUSTRY747	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
240	POLLUTION CONTROL	POLLUTION CONTROL	748	TU_INDUSTRY748	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
241	PUBLIC RELATIONS	PUBLIC RELATIONS	749	TU_INDUSTRY749	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
242	DRY CELLS	DRY CELLS	750	TU_INDUSTRY750	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
243	PHOTOCOPIERS AND SERVICES	PHOTOCOPIERS AND SERVICES	751	TU_INDUSTRY751	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
244	RAZORS AND BLADES	RAZORS AND BLADES	752	TU_INDUSTRY752	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
245	RESERVOIRS AND TANKS	RESERVOIRS AND TANKS	753	TU_INDUSTRY753	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
246	SPORTS GOODS	SPORTS GOODS	754	TU_INDUSTRY754	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
247	OFFICE STATIONERY - EXPORTS	OFFICE STATIONERY - EXPORTS	755	TU_INDUSTRY755	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
248	OFFICE STATIONERY -DOMESTIC	OFFICE STATIONERY -DOMESTIC	756	TU_INDUSTRY756	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
249	TELECOM DISTRIBUTOR - ACCESSORIES	TELECOM DISTRIBUTOR - ACCESSORIES	757	TU_INDUSTRY757	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
250	TELECOM DISTRIBUTOR - HANDSETS	TELECOM DISTRIBUTOR - HANDSETS	758	TU_INDUSTRY758	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
251	TELECOM NETWORKING EQUIPMENT	TELECOM NETWORKING EQUIPMENT	759	TU_INDUSTRY759	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
252	CELLULAR MOBILE PHONE SERVICES	CELLULAR MOBILE PHONE SERVICES	760	TU_INDUSTRY760	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
253	COMMUNICATON SERVICES	COMMUNICATON SERVICES	761	TU_INDUSTRY761	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
254	INTERNET SERVICES	INTERNET SERVICES	762	TU_INDUSTRY762	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
255	WIRELESS INFRASTRUCTURE SERVICES	WIRELESS INFRASTRUCTURE SERVICES	763	TU_INDUSTRY763	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
256	COTTON TEXTILES	COTTON TEXTILES	764	TU_INDUSTRY764	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
257	JUTE TEXTILES	JUTE TEXTILES	765	TU_INDUSTRY765	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
258	TEXTILES - SYNTHETIC	TEXTILES - SYNTHETIC	766	TU_INDUSTRY766	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
259	WOOLEN TEXTILES	WOOLEN TEXTILES	767	TU_INDUSTRY767	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
260	BED AND TABLE LINEN	BED AND TABLE LINEN	768	TU_INDUSTRY768	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
261	BLANKETS, CARPETS, RUGS AND MATS	BLANKETS, CARPETS, RUGS AND MATS	769	TU_INDUSTRY769	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
262	OTHER TEXTILES	OTHER TEXTILES	770	TU_INDUSTRY770	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
263	OTHER TEXTILES PRODUCTS	OTHER TEXTILES PRODUCTS	771	TU_INDUSTRY771	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
264	SACKS AND BAGS	SACKS AND BAGS	772	TU_INDUSTRY772	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
265	SANITARY TOWELS	SANITARY TOWELS	773	TU_INDUSTRY773	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
266	SILK TEXTILES	SILK TEXTILES	774	TU_INDUSTRY774	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
267	TEXTURED YARN	TEXTURED YARN	775	TU_INDUSTRY775	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
268	TOURS AND TRAVEL SERV - PACKAGE	TOURS AND TRAVEL SERV - PACKAGE	776	TU_INDUSTRY776	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
269	TOURS AND TRAVEL SERV -IATA COMMISS	TOURS AND TRAVEL SERV -IATA COMMISS	777	TU_INDUSTRY777	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
270	COURIER	COURIER	778	TU_INDUSTRY778	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
271	COURIER - DOMESTIC AND INTERNATIONA	COURIER - DOMESTIC AND INTERNATIONA	779	TU_INDUSTRY779	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
272	GOOD TRANSPORT SERVICES -HIRE VEHI	GOOD TRANSPORT SERVICES -HIRE VEHI	780	TU_INDUSTRY780	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
273	GOOD TRANSPORT SERVICES -OWNS VEHI	GOOD TRANSPORT SERVICES -OWNS VEHI	781	TU_INDUSTRY781	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
274	AIRLINE TRANPORT SERVICES - FREIGHT	AIRLINE TRANPORT SERVICES - FREIGHT	782	TU_INDUSTRY782	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
275	ABRASIVES AND GRINDING	ABRASIVES AND GRINDING	504	TU_INDUSTRY504	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
276	COFFEE - CURING WORKS	COFFEE - CURING WORKS	505	TU_INDUSTRY505	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
277	COFFEE - TRADER	COFFEE - TRADER	506	TU_INDUSTRY506	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
278	FLORICULTURE	FLORICULTURE	507	TU_INDUSTRY507	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
279	SPICES DRY FRUITS PACKAGED SPICES	SPICES DRY FRUITS PACKAGED SPICES	508	TU_INDUSTRY508	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
280	SPICES/DRY FRUITS - DRY FRUITS	SPICES/DRY FRUITS - DRY FRUITS	509	TU_INDUSTRY509	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
281	SPICES/DRY FRUITS - SPICES	SPICES/DRY FRUITS - SPICES	510	TU_INDUSTRY510	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
282	STARCHES	STARCHES	511	TU_INDUSTRY511	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
283	SUGAR - WHOLESALER	SUGAR - WHOLESALER	512	TU_INDUSTRY512	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
284	SUGAR -DISTRIBUTOR	SUGAR -DISTRIBUTOR	513	TU_INDUSTRY513	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
285	TEA	TEA	514	TU_INDUSTRY514	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
286	TOBACCO TOB PRODUCTS	TOBACCO TOB PRODUCTS	515	TU_INDUSTRY515	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
287	OTHER AGRICULTURAL CORP	OTHER AGRICULTURAL CORP	516	TU_INDUSTRY516	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
288	BIO-FUEL	BIO-FUEL	517	TU_INDUSTRY517	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
289	RICE	RICE	518	TU_INDUSTRY518	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
290	SEEDS	SEEDS	519	TU_INDUSTRY519	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
291	VEGETABLES AND OTHERS	VEGETABLES AND OTHERS	520	TU_INDUSTRY520	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
292	ANIMATION	ANIMATION	521	TU_INDUSTRY521	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
293	2 AND 3 WHEELERS	2 AND 3 WHEELERS	522	TU_INDUSTRY522	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
294	AUTO ANCILLARIES -AXIES	AUTO ANCILLARIES -AXIES	523	TU_INDUSTRY523	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
295	AUTO ANCILLARIES -CLUTCHES, GEARS AND BRAKES	AUTO ANCILLARIES -CLUTCHES, GEARS AND BRAKES	524	TU_INDUSTRY524	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
296	AUTO ANCILLARIES -GENERAL	AUTO ANCILLARIES -GENERAL	525	TU_INDUSTRY525	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
297	AUTO ANCILLARIES -LIGHTING	AUTO ANCILLARIES -LIGHTING	526	TU_INDUSTRY526	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
298	AUTO ANCILLARIES -RUBBER	AUTO ANCILLARIES -RUBBER	527	TU_INDUSTRY527	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
299	CAR RENTAL SERVICES	CAR RENTAL SERVICES	528	TU_INDUSTRY528	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
300	LCVS HCVS - COMMERCIAL VEHICLES DEALER	LCVS HCVS - COMMERCIAL VEHICLES DEALER	529	TU_INDUSTRY529	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
301	PASSENGER CAR DEALERS	PASSENGER CAR DEALERS	530	TU_INDUSTRY530	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
302	BAKERY SWEETS - NO RETAIL SHOP	BAKERY SWEETS - NO RETAIL SHOP	531	TU_INDUSTRY531	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
303	BAKERY SWEETS - WITH OWN SHOP	BAKERY SWEETS - WITH OWN SHOP	532	TU_INDUSTRY532	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
304	BAKERY SWEETS - WITH RENTED SHOP	BAKERY SWEETS - WITH RENTED SHOP	533	TU_INDUSTRY533	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
305	BATHROOM FITTINGS- BRANDED	BATHROOM FITTINGS- BRANDED	534	TU_INDUSTRY534	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
306	BATHROOM FITTINGS- UNBRANDED	BATHROOM FITTINGS- UNBRANDED	535	TU_INDUSTRY535	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
307	CYCLE AND ACCESSORIES	CYCLE AND ACCESSORIES	536	TU_INDUSTRY536	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
308	PUBLISHING	PUBLISHING	537	TU_INDUSTRY537	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
309	BREWERIES	BREWERIES	538	TU_INDUSTRY538	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
310	DISTILLERIES	DISTILLERIES	539	TU_INDUSTRY539	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
311	BROKERAGE HOUSES	BROKERAGE HOUSES	540	TU_INDUSTRY540	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
312	ITES/ CALL CENTERS - KPO	ITES/ CALL CENTERS - KPO	541	TU_INDUSTRY541	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
313	ITES/ CALL. CENTER- BPO	ITES/ CALL. CENTER- BPO	542	TU_INDUSTRY542	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
314	ASSETS FINANCING SERVICES	ASSETS FINANCING SERVICES	543	TU_INDUSTRY543	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
315	BUSINESS AND ASSETS MGMT SERV	BUSINESS AND ASSETS MGMT SERV	544	TU_INDUSTRY544	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
316	DATABASE SERVICES	DATABASE SERVICES	545	TU_INDUSTRY545	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
317	EVENT MANAGEMENNT SERVICES	EVENT MANAGEMENNT SERVICES	546	TU_INDUSTRY546	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
318	FINANCIAL AND LEASING SERVICES	FINANCIAL AND LEASING SERVICES	547	TU_INDUSTRY547	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
319	HOUSING FINANCE SERVICES	HOUSING FINANCE SERVICES	548	TU_INDUSTRY548	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
320	MANAGEMENT CONSULTANCY SERVICES	MANAGEMENT CONSULTANCY SERVICES	549	TU_INDUSTRY549	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
321	MARKET RESEARCH AND PUBLIC OPINION	MARKET RESEARCH AND PUBLIC OPINION	550	TU_INDUSTRY550	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
322	MEDICAL TRANSCRIPTION	MEDICAL TRANSCRIPTION	551	TU_INDUSTRY551	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
323	MEMBERSHIP ORGANISATION	MEMBERSHIP ORGANISATION	552	TU_INDUSTRY552	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
324	NBFS	NBFS	553	TU_INDUSTRY553	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
325	OTHER COMMUNICATION SERVICES	OTHER COMMUNICATION SERVICES	554	TU_INDUSTRY554	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
326	PLACEMENT AND REQUIPMENT	PLACEMENT AND REQUIPMENT	555	TU_INDUSTRY555	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
327	RANDD SERVICES	RANDD SERVICES	556	TU_INDUSTRY556	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
328	CEMENT	CEMENT	557	TU_INDUSTRY557	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
329	CEMENT SHEET	CEMENT SHEET	558	TU_INDUSTRY558	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
330	CERAMICS TILES AND SANITARY WARES	CERAMICS TILES AND SANITARY WARES	559	TU_INDUSTRY559	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
331	FERTILIZERS	FERTILIZERS	560	TU_INDUSTRY560	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
332	ORGANIC AND INORGANIC CHEMICALS	ORGANIC AND INORGANIC CHEMICALS	561	TU_INDUSTRY561	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
333	PESTICIDES	PESTICIDES	562	TU_INDUSTRY562	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
334	POLYMERS	POLYMERS	563	TU_INDUSTRY563	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
335	REFRACTORIES AND INTERMEDIATES	REFRACTORIES AND INTERMEDIATES	564	TU_INDUSTRY564	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
336	SPECIALTY CHEMICALS	SPECIALTY CHEMICALS	565	TU_INDUSTRY565	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
337	ADHESIVE	ADHESIVE	566	TU_INDUSTRY566	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
338	RECTIFIED SPIRIT	RECTIFIED SPIRIT	567	TU_INDUSTRY567	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
339	CONFECTIONERY- BRANDED	CONFECTIONERY- BRANDED	568	TU_INDUSTRY568	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
340	CONFECTIONERY- UNBRANDED	CONFECTIONERY- UNBRANDED	569	TU_INDUSTRY569	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
341	COMMUNICATION AND BROADCASTING	COMMUNICATION AND BROADCASTING	570	TU_INDUSTRY570	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
342	COMPUTER - EDUCATION	COMPUTER - EDUCATION	571	TU_INDUSTRY571	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
343	COMPUTER HARDWARE - ASSEMBLER	COMPUTER HARDWARE - ASSEMBLER	572	TU_INDUSTRY572	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
344	COMPUTER HARDWARE - COMPONENTS	COMPUTER HARDWARE - COMPONENTS	573	TU_INDUSTRY573	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
345	COMPUTER HARDWARE - RETAILER	COMPUTER HARDWARE - RETAILER	574	TU_INDUSTRY574	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
346	COMPUTER HARDWARE - UNBRANDED	COMPUTER HARDWARE - UNBRANDED	575	TU_INDUSTRY575	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
347	SOFTWARE AND ERP	SOFTWARE AND ERP	576	TU_INDUSTRY576	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
348	CONSTRUCTION	CONSTRUCTION	577	TU_INDUSTRY577	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
349	CONSTRUCTION EQUIPMENT	CONSTRUCTION EQUIPMENT	578	TU_INDUSTRY578	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
350	CONSUMER ELECTRONICS - UNBRANDED	CONSUMER ELECTRONICS - UNBRANDED	579	TU_INDUSTRY579	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
351	AIR-CONDITIONERS AND REFRIGERATORS	AIR-CONDITIONERS AND REFRIGERATORS	580	TU_INDUSTRY580	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
352	BIOTECH	BIOTECH	581	TU_INDUSTRY581	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
353	DRUGS AND PHARMACEUTICALS BULK DRUG	DRUGS AND PHARMACEUTICALS BULK DRUG	582	TU_INDUSTRY582	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
354	DRUGS AND PHARMACEUTICALS COMPOSITE	DRUGS AND PHARMACEUTICALS COMPOSITE	583	TU_INDUSTRY583	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
355	DRUGS AND PHARMACEUTICALS EXPORTER	DRUGS AND PHARMACEUTICALS EXPORTER	584	TU_INDUSTRY584	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
356	DRUGS AND PHARMACEUTICALS FORMULAT	DRUGS AND PHARMACEUTICALS FORMULAT	585	TU_INDUSTRY585	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
357	DRUGS AND PHARMACEUTICALS  RESEARCH	DRUGS AND PHARMACEUTICALS  RESEARCH	586	TU_INDUSTRY586	1	NULL	TU_INDUSTRY	NULL	NULL	NULL
